experiment,sample_id,wer,ground_truth,prediction,english_reference_tokens,korean_prediction_tokens
base_auto,d173986c-44f1-4ae3-9935-11af65598db2,0.75,영화 runtime 몇 분이야?,영어 런타임 몇 분이야,runtime,"영어, 런타임, 몇, 분이야"
base_auto,744d24f6-12f8-499c-a4f2-0272faf00c8e,0.6666666666666666,"어제 database migration 돌리다가 timeout 에러가 계속 나서, connection pool size를 늘려봤는데도 해결이 안 되더라고.",어제 데이터베이스 마이크리션 돌리다가 타임 아우드에 들어가 계속 나서 컨넬션 풀 사이즈를 늘려봤는데도 해결이 안 되더라고,"database, migration, timeout, connection, pool","어제, 데이터베이스, 마이크리션, 돌리다가, 타임, 아우드에, 들어가, 계속, 나서, 컨넬션, 풀, 사이즈를, 늘려봤는데도, 해결이, 안, 되더라고"
base_auto,2a33f8b1-ad54-4b72-b25b-e3320ba6a429,0.6363636363636364,"수술 전에 환자분께 fasting 지키셨는지 꼭 확인하시고, consent form도 서명 받아주세요.","수술 전에 환자분께 파스팅 지키셨는지 꼭 확인하시고 컨셉 4음, doves 설명 받아주세요","fasting, consent","수술, 전에, 환자분께, 파스팅, 지키셨는지, 꼭, 확인하시고, 컨셉, 음, 설명, 받아주세요"
base_auto,32b4ea2d-89e9-47f6-80c1-86af6eadc7cb,0.6363636363636364,오늘은 microservices architecture에서 API gateway pattern을 Docker container로 배포하는 작업을 했어.,오늘은 마이크로 스테이크 텍터에서 API Gateway Pattern Docker Container로 배포하는 작업을 했다.,"microservices, API, gateway, Docker","오늘은, 마이크로, 스테이크, 텍터에서, 로, 배포하는, 작업을, 했다"
base_auto,6e15b5d6-9f36-4ffd-a51a-c461ca17adcb,0.625,Starbucks americano는 너무 bitter해서 설탕 꼭 넣어야 돼.,Starbucks 아메리카는 너무 빗어 해서 살탕국 넣어야 돼,Starbucks,"아메리카는, 너무, 빗어, 해서, 살탕국, 넣어야, 돼"
base_auto,e9ebf070-087d-4615-8f29-64adcd15c125,0.6,not really는 꼭 부정은 아니야.,나 릴리는 꼭 부정은 아니야,not,"나, 릴리는, 꼭, 부정은, 아니야"
base_auto,11eacd1e-7680-4e35-a825-30dbc0325b0b,0.6,"I'm good은 괜찮다는 뜻일 수도 있고, 거절의 뉘앙스일 수도 있어.",I'm good. 쓴 괜찮다는 뜻일 수도 있고 거절에 대한 수일 수도 있어.,I'm,"쓴, 괜찮다는, 뜻일, 수도, 있고, 거절에, 대한, 수일, 수도, 있어"
base_auto,b4e85799-8424-472c-b86f-99ca0056b842,0.6,"sprint planning 중에 story point 산정하고 있는데, stakeholder들이 갑자기 들어와서 scope 바꾸자고 하니까 진짜 멘붕이었어.",스프린트 플랫인 중에 스토리 포인트 선정하고 있는데 스프리코더들이 갑자기 들어와서 스프리코드 바꾸자고 하니까 진짜 맨붕이었어.,"sprint, planning, story, point, scope","스프린트, 플랫인, 중에, 스토리, 포인트, 선정하고, 있는데, 스프리코더들이, 갑자기, 들어와서, 스프리코드, 바꾸자고, 하니까, 진짜, 맨붕이었어"
base_auto,679a9dd2-96e2-4222-8618-0134a3c99747,0.6,"축하드립니다, stitch out 해도 되겠어요.",축하드립니다. 스테치 아웃 해도 되겠어요.,"stitch, out","축하드립니다, 스테치, 아웃, 해도, 되겠어요"
base_auto,ab4c4d03-2c7e-4367-a7a0-c9e67fcf3ecb,0.6,"""어제 발표가 완전 out of the blue였어, 준비할 시간도 없었다고.""",어제 발표가 완전 아르드블루이였어. 준비할 시간도 없었다고.,"out, of, the","어제, 발표가, 완전, 아르드블루이였어, 준비할, 시간도, 없었다고"
base_auto,3c294a2b-9734-43b1-890d-cc659f193fc0,0.5833333333333334,"even though랑 although는 거의 비슷한데, 앞뒤 문장 위치에 따라 어색할 수도 있어.",입은 누우랑 언론은 거의 비슷한데 앞뒤문장 위치에 따라 오색할 수도 있어.,even,"입은, 누우랑, 언론은, 거의, 비슷한데, 앞뒤문장, 위치에, 따라, 오색할, 수도, 있어"
base_auto,3a0f576b-0cdd-4581-bf33-83e378598775,0.5789473684210527,"어제 meeting에서 PM이 갑자기 deadline을 일주일 앞당기자고 하는데, 아직 unit test도 다 못 끝냈다고 했더니 그냥 skip하고 deploy하자고 하더라고.",어제 메링에서 PM이 갑자기 때리는 일주일 앞당기다고 하는데 아직 유니 테스트도 다 못 끝났다고 했더니 그냥 스킵하고 디플레이 하자고 하더라고,unit,"어제, 메링에서, 이, 갑자기, 때리는, 일주일, 앞당기다고, 하는데, 아직, 유니, 테스트도, 다, 못, 끝났다고, 했더니, 그냥, 스킵하고, 디플레이, 하자고, 하더라고"
base_auto,23c75bc9-e528-452e-afaa-00f32ae50499,0.5714285714285714,본 연구에서 개발한 센서는 real-time monitoring capability를 갖추고 있어 산업 현장에서의 품질 관리에 효과적이다.,"도운 연구에서 개발한 센서는 리얼타임, 모인턴, 키포 브러리티를 갖추고 있어 하나 편장에서의 품질 관리에 효과적이다","real-time, monitoring","도운, 연구에서, 개발한, 센서는, 리얼타임, 모인턴, 키포, 브러리티를, 갖추고, 있어, 하나, 편장에서의, 품질, 관리에, 효과적이다"
base_auto,97c681da-7abe-43fd-ac9c-1f8a28e4667c,0.5714285714285714,한국인들은 서구권의 tipping 문화에 충격을 받고는 해.,한국인들은 서곡권의 탭핑 문화에 충격을 바꾸는 애,tipping,"한국인들은, 서곡권의, 탭핑, 문화에, 충격을, 바꾸는, 애"
base_auto,b4512e66-3b40-43a5-99fd-48b8cb207c4c,0.5454545454545454,pull request 올리기 전에 test case 한 번 더 체크해 봐.,풀 리켓을 올리기 전에 테스트 케이스 한 번 더 체크해봐,"pull, request, test, case","풀, 리켓을, 올리기, 전에, 테스트, 케이스, 한, 번, 더, 체크해봐"
base_auto,41c0ece2-c631-4691-b260-7b51a47dac2c,0.5384615384615384,I should have done it earlier 이 문장에서 왜 후회하는 느낌이 나는 거죠?,아쉬를 더는 아일리어 이 문장에서 왜 후회하는 느낌이 나는 거죠,"I, should, have, done, it, earlier","아쉬를, 더는, 아일리어, 이, 문장에서, 왜, 후회하는, 느낌이, 나는, 거죠"
base_auto,fb9f941f-1a37-4445-b5af-f7c703b3ff16,0.5384615384615384,We should incorporate K-pop elements into our campaign—젊은 세대한테 appeal하기가 훨씬 쉬워질 거야.,We should incorporate kpop elements into our campaign. 젊은 세대한테 오피을 하기가 훨씬 쉬워질거야.,"We, should, incorporate, K-pop, elements, into, our, campaign","젊은, 세대한테, 오피을, 하기가, 훨씬, 쉬워질거야"
base_auto,6a56122a-a59c-4c52-987a-227a962c367f,0.5,근데 present perfect 쓸 땐 왜 have랑 과거분사가 같이 나와?,근데 프레전드 프로필트필 때 왜 해부랑 과거분사가 같이 나와?,"present, perfect","근데, 프레전드, 프로필트필, 때, 왜, 해부랑, 과거분사가, 같이, 나와"
base_auto,9b85279e-2cc8-4699-9ed4-93c47f511d38,0.4666666666666667,"I would recommend, 이 project를 잘 아는 사람으로서, QA를 다음 주에 하는게 좋을 것 같아.",I will recommend 이 프로젝트를 잘 아는 사람으로서 QA를 다음 주에 하는 게 좋을 것 같아요,"I, would, recommend","이, 프로젝트를, 잘, 아는, 사람으로서, 를, 다음, 주에, 하는, 게, 좋을, 것, 같아요"
base_auto,5e3a4f82-287d-4b6b-9601-f1d7e36ffad5,0.4666666666666667,새로운 제안에 대해 부정적 의견이 많으니까 좀 더 다듬어서 sweeten the deal 할 방법 찾아보자.,새로운 제안에 대해 부정적 의견이 많으니까 수줘도 다듬어서 스윗든드 뇌어는 페리아 방법 찾아보세요,"sweeten, the, deal","새로운, 제안에, 대해, 부정적, 의견이, 많으니까, 수줘도, 다듬어서, 스윗든드, 뇌어는, 페리아, 방법, 찾아보세요"
base_auto,0b105c61-8584-4946-b148-8e835403ac2b,0.4615384615384615,"환자 vital sign은 안정적이고, anesthesia도 잘 들어갔네요. 이제 incision 부위를 disinfection하고 procedure 시작하겠습니다.","환자, 라이러 사인을 안정적이고, 애니셔도 잘 들어갔네요. 이제 인세션 부위를 디스인팩션하고, procedure 시작하겠습니다.","vital, incision, procedure","환자, 라이러, 사인을, 안정적이고, 애니셔도, 잘, 들어갔네요, 이제, 인세션, 부위를, 디스인팩션하고, 시작하겠습니다"
base_auto,4332218e-05a3-41c3-a030-2f6450ce5e1e,0.4444444444444444,어제 meeting에서 나온 feedback 정리해서 내일까지 report 작성해야 해.,어제 미팅에서 나온 피드백 정리해서 내일까지 리포트 작성해야 해,"feedback, report","어제, 미팅에서, 나온, 피드백, 정리해서, 내일까지, 리포트, 작성해야, 해"
base_auto,b67ce954-e48d-44c6-b63e-33cef4b4ac66,0.4285714285714285,"Actually, 이번 마케팅 캠페인을 담당하고 있는 입장에서, budget을 좀 더 늘려야 할 것 같아.",사실 이번 마케팅 캠페이네가 넘는 입장에 더 버집을 좀 더 늘려야 할 것 같아.,Actually,"사실, 이번, 마케팅, 캠페이네가, 넘는, 입장에, 더, 버집을, 좀, 더, 늘려야, 할, 것, 같아"
base_auto,e40bac44-a007-4010-97c0-b5aeac8d0261,0.4166666666666667,"DM 환자분이신데, HbA1c 수치가 9.2%로 나와서 insulin therapy 시작해야 할 것 같습니다.",DM 환자군이신데 HBA1C 수치가 9.2%로 나오지 인솔은 대입 시작해야 할 것 같습니다.,"DM, insulin, therapy","환자군이신데, 수치가, 로, 나오지, 인솔은, 대입, 시작해야, 할, 것, 같습니다"
base_auto,2becb78e-5ba4-43ce-a879-9a68c39e6bd3,0.4,"걔가 The New York Times 기사 link 보내줬는데 꽤 흥미롭더라.

",제가 The New York Times 기사 링크 보내줬는데 꽤 흥미로 없더라구요.,"The, New, York, Times, link","제가, 기사, 링크, 보내줬는데, 꽤, 흥미로, 없더라구요"
base_auto,70994dd7-504d-4ed9-aa92-af3eae65d76a,0.3809523809523809,The model was trained using a combination of contrastive and generative objectives. 두 손실 함수의 균형이 최종 성능에 큰 영향을 미쳤다.,The model was trying to use a combination of contrastive and generative objectives. 두 손실함수의 균형이 최종선능의 큰 역향을 미쳤다.,"The, model, was, trained, using, a, combination, of, contrastive, and, generative, objectives","두, 손실함수의, 균형이, 최종선능의, 큰, 역향을, 미쳤다"
base_auto,d3f14803-e02a-4360-a473-e11dea7bec62,0.375,식당에서 만난 아저씨가 Have a lovely day라고 말씀하셨어요.,식당에서 만나 나저씨가 Have a lovely day라고 말씀하셨어요,"Have, a, lovely","식당에서, 만나, 나저씨가, 라고, 말씀하셨어요"
base_auto,34a7beca-7c7b-4aa6-9aee-28aa3d792bf7,0.3571428571428571,"You know what, 그 사람이 계속 weird하게 행동하는 것 같은데, 혹시 무슨 일 있나요?",이런거 그 사람이 계속 위혈하게 행동하는 것 같은데 혹시 무슨 일 있나요?,"You, know, what","이런거, 그, 사람이, 계속, 위혈하게, 행동하는, 것, 같은데, 혹시, 무슨, 일, 있나요"
base_auto,6b5d52b7-379b-452d-8472-49397f8001a4,0.3333333333333333,DNA 서열 분석 결과의 신뢰도를 높이기 위해 coverage 기준을 30배 이상으로 설정하였다.,DN의 서열 분석 결과의 실내로를 높이기 위해 커브를 지기준을 30배 이상으로 설정하였다.,"DNA, coverage","의, 서열, 분석, 결과의, 실내로를, 높이기, 위해, 커브를, 지기준을, 배, 이상으로, 설정하였다"
base_auto,a573d0f7-d201-4041-9a04-bacb6e85f744,0.3333333333333333,Lumbar drain 진행하겠습니다.,Lumbar Drain 진행하겠습니다.,"Lumbar, drain",진행하겠습니다
base_auto,b1cf76f5-abfc-4537-899e-a9b9e4acd5b0,0.3,환자 ECMO 적용도 고려해야 할 것 같습니다. 전신 CT도 준비해주세요.,환자 ECM은 적용도 고려해야 할 것 같습니다. 전신 CT도 준비해 주세요.,ECMO,"환자, 은, 적용도, 고려해야, 할, 것, 같습니다, 전신, 도, 준비해, 주세요"
base_auto,cd1737be-07ae-4f46-b0f1-9a127b5aa5d1,0.2857142857142857,회의에서 presentation 완벽하게 해서 상사가 엄청 칭찬했어!,회의에서 프로센테이션 완벽하게 해서 상사가 엄청 칭찬했어.,presentation,"회의에서, 프로센테이션, 완벽하게, 해서, 상사가, 엄청, 칭찬했어"
base_auto,e34713c3-82c4-47d9-ac48-60c48bbbb104,0.2727272727272727,실험에 사용된 장치는 high-speed sampling rate를 제공하여 미세 신호 측정에 적합하다. ,실험에 사용된 장치는 5B sampling rate를 제공해요. 미세 신호 측정에 적합하던.,"high-speed, sampling","실험에, 사용된, 장치는, 를, 제공해요, 미세, 신호, 측정에, 적합하던"
base_auto,cdd3387a-d730-4be1-ae63-0cf4f170665f,0.1875,"Don't forget, in our company, 직급보다 연차가 더 중요한 분위기 still affects how teams work together.","Don't forget, in our company, 지급보다 연차가 더 중요한 분위기, STAY affects how teams work together.","Don't, forget, in, our, company, still, affects, how, teams, work, together","지급보다, 연차가, 더, 중요한, 분위기"
base_auto,24468220-742d-4f89-a224-8cfeab513613,0.1666666666666666,그냥 아무 생각 없이 go with the flow 하다가 여기까지 온 느낌이야.,그냥 아무 생각 없이 Go with the flow 하다가 여기까지 온 느낌이야,"go, with, the, flow","그냥, 아무, 생각, 없이, 하다가, 여기까지, 온, 느낌이야"
base_auto,877793c7-77b2-4108-8e01-e9da537ebdad,0.125,customer feedback을 분석해보니까 UI 개선이 시급한 것 같아.,Customer feedback을 분석해보니까 UI 개선이 시급한 것 같아.,"customer, UI","을, 분석해보니까, 개선이, 시급한, 것, 같아"
base_auto,3730e8c5-c6dc-401c-af47-56874bcd49cb,0.0833333333333333,오늘 회의가 너무 길어졌어. We should set a clear agenda next time.,오늘 회의가 너무 길어졌어. we should set a clear agenda next time.,"We, should, set, a, clear, agenda, next, time","오늘, 회의가, 너무, 길어졌어"
base_auto,b5e78c5c-39de-4b04-86e0-a5750e012e36,0.0714285714285714,"I think we need to postpone the meeting, 다른 팀원들이 아직 준비가 안 됐어.",I think we need to postpone the meeting. 다른 팀원들이 아직 준비가 안 됐어.,"I, think, we, need, to, postpone, the, meeting","다른, 팀원들이, 아직, 준비가, 안, 됐어"
base_auto,e4436480-9b46-4ccb-ad89-835f7555a914,0.0,real-time data processing을 개선하기 위해 distributed computing framework를 도입하였다.,real-time data processing을 개선하기 위해 distributed computing framework를 도입하였다.,"real-time, data, distributed, computing","을, 개선하기, 위해, 를, 도입하였다"
base_forced_ko,9bc3e110-800b-46b3-9296-b2b8f2c20e7b,1.3333333333333333,I really love faker. 불사대마왕 최고에요!,아 리 COSTA Meet my and my 아,"I, really, love, faker","아, 리, 아"
base_forced_ko,37089181-71b5-4379-9131-ccb5fe7abae4,1.1,model training에는 stochastic gradient descent optimizer와 momentum scheduler를 병합하여 적용하였다.,"모델 트레이닝에는 스테오케스틱, 그리니언, 디스엔, 오브 디메시어와 모델, 스키즈, 룰을 병화파이어 적용하였다.","model, stochastic, gradient, descent, momentum","모델, 트레이닝에는, 스테오케스틱, 그리니언, 디스엔, 오브, 디메시어와, 모델, 스키즈, 룰을, 병화파이어, 적용하였다"
base_forced_ko,1f9cac58-0ed3-4c3b-bccc-248cd999584f,1.1,think outside the box 하라는 건 좋은데 현실성도 꼭 고려해야지.,"Thank you outside the box, I love living in the living room. 현실성도 꼭 고여해야지.","think, outside, the, box","현실성도, 꼭, 고여해야지"
base_forced_ko,dd480d1b-a474-485f-847c-91fd6dc0faa4,1.0,Is there a good 국밥 restaurant near here?,의 Ora의 연,"Is, there, a, good, restaurant, near, here","의, 의, 연"
base_forced_ko,b199f35f-f495-45ea-b5d0-997b055483c6,1.0,The new intern is struggling to adapt to our company's strict 선후배 hierarchy system.,아,"The, new, intern, is, struggling, to, adapt, to, our, company's, strict, hierarchy, system",아
base_forced_ko,f56ed7f1-b4fc-4d9d-9bcb-108c7d8a2d27,1.0,"NLP 분야에서는 transformer 기반의 pretrained model을 fine-tuning하여, domain adaptation 성능을 benchmark dataset 상에서 비교 평가했다.","nlip 프로News는, transformund 기bonlip retrain model Goldfilling, sonting 하여, 수ç용","NLP, transformer, pretrained, fine-, domain, adaptation, benchmark, dataset","프로, 는, 기, 하여, 수, 용"
base_forced_ko,6f5ef24f-ae9f-4d18-834b-17bc3530063b,1.0,"The project looks good on paper, but we need someone with real 현장 경험 to make it work.",터행ores ligger �geb�니다 왜냐하면,"The, project, looks, good, on, paper, but, we, need, someone, with, real, to, make, it, work","터행, 니다, 왜냐하면"
base_forced_ko,4fae6764-3dc8-402a-b224-ea576f326f27,1.0,She's totally 눈치 보기 professional level이야.,標체가 근데,"She's, totally, professional","체가, 근데"
base_forced_ko,e94fce6b-01ab-4f3b-9558-da5968a962ab,1.0,Koreans have a custom of eating 팥죽 on 동짓날.,그리인새바 가스터넘의 이링파축과 동진 날,"Koreans, have, a, custom, of, eating, on","그리인새바, 가스터넘의, 이링파축과, 동진, 날"
base_forced_ko,bd6d0ded-a137-4ad5-94a9-3ac3412e6946,1.0,This drama had solid 서사 and great 연출.,비뗄 작은 grenade에 유치한 타ughter,"This, drama, had, solid, and, great","비뗄, 작은, 에, 유치한, 타"
base_forced_ko,f1aa6364-4bd4-4a2c-93d1-beddbe768350,1.0,"He said the fix is on the way, 그래서 일단은 current version 유지하자.",저게,"He, said, the, fix, is, on, the, way, current, version",저게
base_forced_ko,029bde21-23ea-4ff3-b443-987624ba331e,1.0,"경주 located in 경상북도, is often called ""the museum without walls"" due to its immense concentration of historical sites and cultural heritage.",경줄버,"located, in, is, often, called, the, museum, without, walls, due, to, its, immense, concentration, of, historical, sites, and, cultural, heritage",경줄버
base_forced_ko,06946651-7048-4d32-8528-6c41ddde54f7,1.0,The research methodology combines contemporary biotechnology approaches with 김치 발효 과정의 미생물학적 원리 to develop enhanced probiotic cultivation techniques.,� Analytic materialsarrяют의,"The, research, methodology, combines, contemporary, biotechnology, approaches, with, to, develop, enhanced, probiotic, cultivation, techniques",의
base_forced_ko,eaa9b3fb-5dc7-4130-b441-96fd85fb870c,1.0,"When someone says 고생했어요, it means ""you've worked hard"" or ""thank you for your effort,"" and it conveys appreciation and acknowledgment of someone's hard work.",хоть 방금 이 검찰 Nercom<|haw|> vam cvat,"When, someone, says, it, means, you've, worked, hard, or, thank, you, for, your, effort, and, it, conveys, appreciation, and, acknowledgment, of, someone's, hard, work","방금, 이, 검찰"
base_forced_ko,3f71307f-7156-4fb5-b621-f8d7b635d474,1.0,"It was so good, I screamed “대박!” without thinking.",내장 양팩입니다,"It, was, so, good, I, screamed, without, thinking","내장, 양팩입니다"
base_forced_ko,b64fb58a-3885-4ca9-835d-a23d5d9b2959,1.0,High-performance liquid chromatography analysis revealed significant variations in bioactive compound concentrations between traditional 된장 samples and commercially produced soybean paste products.,いて 영상 bland chassis groom 건의 설치 고등을 실적을ral,"High-performance, liquid, chromatography, analysis, revealed, significant, variations, in, bioactive, compound, concentrations, between, traditional, samples, and, commercially, produced, soybean, paste, products","영상, 건의, 설치, 고등을, 실적을"
base_forced_ko,31067df4-5710-44c3-9f13-4fcac4989dd9,1.0,"Does 눈치 mean ""social awareness"" or is it closer to ""reading the room""?",aux di lanrid communication 오 depression 부,"Does, mean, social, awareness, or, is, it, closer, to, reading, the, room","오, 부"
base_forced_ko,53c03a8a-1e65-4b51-8607-c9ccd40496bb,1.0,김치 is a traditional fermented vegetable dish that serves as a staple side dish in Korean cuisine.,옮겨운 라메이는 뭐,"is, a, traditional, fermented, vegetable, dish, that, serves, as, a, staple, side, dish, in, Korean, cuisine","옮겨운, 라메이는, 뭐"
base_forced_ko,19376deb-9298-452c-9386-e392671cde39,1.0,제안된 deep learning model은 기존 baseline보다 accuracy와 precision 측면에서 significant improvement를 보였다.,"자, 안된 디블러닝 모델은 기존 베이스 라인보다 아크러쉬와 프리시즈한 측면에서 시그는 피컨트 인플로몬 들을 보였다.","deep, learning, precision, significant","자, 안된, 디블러닝, 모델은, 기존, 베이스, 라인보다, 아크러쉬와, 프리시즈한, 측면에서, 시그는, 피컨트, 인플로몬, 들을, 보였다"
base_forced_ko,e3ea3c57-2745-4399-bbdb-9219e924cefd,1.0,So what's the difference between 사랑 and 연애?,그래서 Ozand의 같은ラ Luck godilla Fellowilight had 어날을,"So, what's, the, difference, between, and","그래서, 의, 같은, 어날을"
