audio,ground_truth,prediction,detected_language,wer
SPEAKER_002_DRAMA_0292.wav,میں تمہیں صرف یہ احساس دلانا چاہتا ہوں کہ میرے ساتھ زیادتی کر کے تم کبھی بھی خوش نہیں رہ سکو گی۔ تمہارا ضمیر تمہیں کبھی چین نہیں لینے دے گا۔,میں تمہے صرف یہ ایساہز دلانا چاہتا ہوں کہ میرے ساتھ ذاتی کر کے تم کبھی ہوس نہیں ریسے کو گئی تمہرہ زمیر تمہے کبھی چینل نہیں لینے دیکھا,ur,0.45161290322580644
SPEAKER_000_PROSES_0461.wav,اول اول ان چار چیزوں کے واسطے سے میں نے پاکستان کو جانا۔,ابو لبول ان چار چیزوں کے واسیتے سے میں نے پاکستان کو جانا,ur,0.3076923076923077
SPEAKER_000_POETRY_0005.wav,کیسے کہہ دوں کہ مجھے چھوڑ دیا ہے اس نے۔  کیسے کہہ دوں۔,کیسے کہدوں کہ میں چھوڑ دیا ہے اس نہیں کیسے کہدوں,ur,0.46153846153846156
SPEAKER_041_FILM_0409.WAV,او بتا جائی صاحب بتاؤ بتاؤ۔ او کیا بتاؤں شفیق احمد۔ وہ لڑکیاں نہیں پریاں ہیں۔ ہائے۔,وہ بتاو جائیسا باتاو داو کیا باتاوش فیئے کیا مزا وہ لڑکیا نہیں پرییاں,ur,0.8823529411764706
SPEAKER_000_POETRY_0179.wav,اور تھا فیصلہ کوئی,ارتا فیس لگوی,ur,1.0
SPEAKER_004_POETRY_0258.wav,چمن میں رنگ بہار اترا,چمان میں رنگے بہار اطرا,ur,0.6
SPEAKER_010_ROADSIDE_INTERVIEW_0248.wav,آپ کی کوئی پسند نہیں؟ پسند ہوتی ہے لیکن جو یہاں پہ کوئی ہے پسند؟ نہیں,آپ کی کوئی پسند نہیں؟ پسند ہوتی لیکن جو ایارا کوئی ہے پسند نہیں؟ نایگیر پسند نہیں,ur,0.4375
SPEAKER_000_POETRY_0433.wav,جب خوابوں سے پیاری ہو,یب خابوں سے پیاری ہو,ur,0.4
SPEAKER_001_YOUTUBEREVIEWS_0952.WAV,یہ لائر نے وہ کیا ہے,یہ لائر نے مجھ با بھی ہے,ur,0.5
SPEAKER_012_COMEDYSHOW_0314.WAV,آپ کا نام؟ جمیلہ خان رانا,آپ کا نام جمیلا خان رونا,ur,0.5
SPEAKER_013_DRAMA_0455.wav,یہ تو ہونا ہی تھا۔ میں نے بھی مریم کو فون کیا تھا۔ اس نے بھی مجھ سے کوئی بات نہیں کی۔,یہ تو ہون نہیں تھا میں نے μی مریم کو فون گیتا اس نے بھی مصی کوئی بات نہیں گی,ur,0.4090909090909091
SPEAKER_039_FILM_0373.WAV,آہ کڑوا نہ بول جسے لطیف صاحب نے گھٹی دی ہو وہ کڑوا نہ بولے۔,کڑوانا بول جسلتیف ساب نے گبتی دیا وہ کڑوانا بولے,ur,0.8
SPEAKER_005_DRAMA_0461.wav,کیونکہ مجھ سے کوئی صحیح طرح بات نہیں کر رہا ہے۔ آپ ہی صرف طنز کر رہی ہیں۔,وہ میں مچھے کوئی سے ایدھرہ بات نہیں کریں آپی صرف تنس کریں,ur,0.7777777777777778
SPEAKER_000_PROSES_0102.wav,یہ میں نے حکماء کے تجربات کی بنا پر لکھا ہے ورنہ حاشا و کلا میں اس بات کا قائل نہیں۔,,error,
SPEAKER_002_POETRY_0093.wav,اب میں نے مچلنا اور رونا شروع کیا۔ ماموں نے کہا کوئی بات نہیں گھبراؤ نہیں۔ اوپر دیکھو دیکھو وہ دیکھو سونے کی چڑیا اڑ رہی ہے۔,اب میں نے مچلنا اور رونا شروع کیا مامونکہ کوئی بات نہیں گھگرا ہوا نہیں اُپر دیکھو وہ دیکھو سونے کی چیریا ہوا رہی ہے,ur,0.4074074074074074
SPEAKER_008_ROADSIDE_INTERVIEW_0225.wav,اور بری بات۔ اور بری بات یہ ہے کہ یار لوہے کے بیڈ کچکچ بہت کرتے ہیں۔,اور بھریواد ہے کہ یا لوے کہ بیڈے کچھ کچھ گھوڑ کرتے,ur,0.8235294117647058
SPEAKER_005_DRAMA_0521.wav,اچھا بیٹھو بتاؤ تمہیں کتنے پیسے چاہییں؟,آ چے ب Doesn't that belong to you how much we need since a while?,ur,2.142857142857143
SPEAKER_044_FILM_0476.WAV,فون ملتے ہیں کھانے پہ,فون ملتے ایک کانے پی,ur,0.6
SPEAKER_000_POETRY_0217.wav,رات کے ہاتھ پے رات کے ہاتھ,داد کی حات fact,ur,1.0
SPEAKER_000_POETRY_0432.wav,بے ردائی کو میری پھر دے گیا تشہیر کون,ویردائی کو میری پھر بے گیا تشیر پان,ur,0.5555555555555556
SPEAKER_005_DRAMA_0438.wav,خالہ آپ جتنا ناراض ہونا چاہتی ہیں ہو لیں۔ لیکن مجھ سے تعلق تو ختم نہ کریں۔,خالب جتنا نراز ہونہ جاتی ہونے لیکن مرشت تاللک تو ختم نہ کریں,ur,0.7058823529411765
SPEAKER_000_PROSES_0115.wav,اور کچھ نہ ہو تو شغلِ بے کاری کے طور پر ان کے ہاتھ میں ایک جھنجنا دے دیجیے۔,اور کسینا ہو تو شگلے بیکاری کے طور پر ان کے حات میں ایک جنجنہ دیجے,ur,0.47368421052631576
SPEAKER_000_POETRY_0021.wav,بات تو سچ ہے مگر بات ہے رسوائی کی,بات تو سچے مگر بات تھے رسوائی,ur,0.4444444444444444
SPEAKER_001_YOUTUBEREVIEWS_0592.WAV,تو دو لائنیں دو لائنیں جان دو۔,دول لائے جات دول لائے,ur,1.0
SPEAKER_000_PROSES_0336.wav,کچھ لوگ ایسے تھے جنہوں نے کہا کہ یہ بات تو استاد نے تمہارا دل بڑھانے کو کہی ہو ان سے راقم کیا بحث کرتا,کچھ لوگ ایشے تھے جنوں نے کہا کہ یہ بات تو استاد نے تمہاں جل بھانے کو کئی ہو ان سے راکم کیا بہیس کرتا؟,ur,0.36
SPEAKER_005_DRAMA_0176.wav,عاصم اب تک جو کچھ بھی ہو رہا ہے نا وہ تمہاری مرضی ہے۔ تمہاری خواہشیں پوری ہو رہی ہیں۔ اب تمہیں کیاچاہیے ؟,آسم اب تک جو کچھ بھی ہو رہا ہے وہ تمہاری مردی ہے تمہاری خوائشے پوری ہو رہیں اب تم ایک ایچھا ہی,ur,0.4583333333333333
SPEAKER_000_POETRY_0425.wav,رہائی کی کرے تدبیر کون,ترحای کی کرے تبیر آن,ur,0.6
SPEAKER_022_FILM_0206.WAV,کینیڈا سے خالو خالہ آئے ہیں۔ انہوں نے ٹکٹ دے کر بلوایا ہے ملنے کے لیے۔,کیاندہ سے خالو خلہ آئے ہیں انہوں نے ٹکٹ دیکھر بلو آیا ہے ملنے کے لئے,ur,0.4375
SPEAKER_019_NEWS_0180.WAV,جو دوست اس پر بات کرتے ہیں ان کے سیاسی عزائم ہیں۔,,error,
SPEAKER_001_YOUTUBEREVIEWS_0404.WAV,ہاں ہمیں آپ کا جواب مل گیا۔ تو جو تیسرا میرا سوال ہے,ہوا بھ your answer تو جو تیس را بھرہ سوار لے,ur,0.9230769230769231
SPEAKER_018_COMEDYSHOW_0498.WAV,پہلے تو آپ کو بہت بہت مبارک ہو یہ پہلا شو ہے آپ کا؟,اولی تو آپ کو بہت بہت بہت بارے کوئی پیلاش ہوئی آپ کا,ur,0.5714285714285714
SPEAKER_007_DRAMA_0045.wav,صبا تم سے ایک مشورہ لینا تھا۔ آفس میں ٹائم مل نہیں رہا۔,سب Higher you are so down ahead اور Thaan your name will,ur,1.0
SPEAKER_005_DRAMA_0527.wav,تمہارا اور میرا کوئی ایسا تعلق نہیں ہے کہ تم مجھ سے اس لہجے میں بات کرو۔,پتل تمہارا اور میرا کوئی ایسا طالق نہیں ہے کہ تم اٹھ سے اس لہج میں بات کر,ur,0.29411764705882354
SPEAKER_000_POETRY_0196.wav,پر میرے شیشہ روح نے توڑ شہر کے شہر کو میرا واقف حال کر دیا واہ کہ چہرہ و نام ایک ساتھ,پر میں ریششہ رونا تو شہر کے شہر کو میرا باقی سے حال کر دیا کہ چہرہ نام ایک ساتھ,ur,0.4090909090909091
SPEAKER_008_DRAMA_0484.wav,لگتا ہے تم نے کبھی کسی سے محبت نہیں کی۔ اگر کی ہوتی تو تمہیں بہت کچھ کہنے کی ضرورت نہ پڑتی۔,لکتا ہے تھم نے کبھی کسی سے محبت نہیں کی اگر کی ہوتی تو تبے بہت کچھ کہنی کی ضرلتنا پڑھتی,ur,0.36363636363636365
SPEAKER_000_PROSES_0111.wav,اکثر اوقات وہ خود ہی سامعہ نوازی کرتا رہتا ہے۔,اکسر آقات بو خوضی شامان نواباری کرتا رہتا ہے,ur,0.8
SPEAKER_000_PROSES_0304.wav,ہم نے عرض کیا کہ اسے ختم ہوئے تو تیرہ سال ہو گئے فرمایا اچھا تو کوئی اور مناسب دم کی تحریر کر دیجیے,ہم نے ارس کیا کہ اسے ختم ہوئے تو تیرہ سال ہو گئے فرما آچہ تو کوئی اور منا سے دم کی تیریز کر دیج,ur,0.2916666666666667
SPEAKER_000_POETRY_0115.wav,ہوا کو رات,حلا کو راτο,ur,0.6666666666666666
SPEAKER_000_POETRY_0326.wav,اس موسم کی پہلی بارش ہی سیلاب ہوئی۔,اس موسم کی پہلی بارشی سے لگ ہوئی,ur,0.5
SPEAKER_038_FILM_0342.WAV,وقت بدل گیا ہے نا بیبو جی,وقت بضل گیا ہے نا مبو جی,ur,0.2857142857142857
SPEAKER_008_DRAMA_0359.wav,یہی تو وجہ ہے عاصم کی خودکشی کی۔ شادی۔ صبا نے تو یہ منگنی توڑ دی تھی۔,یہی تو وجھا ہے اصلم کے خوطشے کی شادی سبہ نے تو یہ مگنی طور دی دھی,ur,0.5882352941176471
SPEAKER_006_COMEDYSHOW_0224.WAV,یہ وہ نہیں ہے، ناروے وارے، سکینڈینیوین، وہاں سے کچھ سیٹ اپ۔,تم ہے او نارے وو روز بلعنے میں لوگ burst مύران اے لے انہوں بашنا ساتھ مретر enough these are some of people and their lives are all set together,ur,2.5
SPEAKER_008_ROADSIDE_INTERVIEW_0207.wav,بالکل بالکل خاص کر زبان زبان بہت صاف ہے ماشاءاللہ,ملکل ملکل خاص کا زوان بات سا بہم اشعارہ,ur,0.9
SPEAKER_019_NEWS_0184.WAV,کراچی میں کچھ اور کہتے ہیں، لاڑکانہ اور اسلام آباد میں موقف الگ ہوتا ہے۔,کراتی میں کچھ اور کہتے ہیں لار کانا اور اسلام عباد میں باک کے فلاگ ہوتا ہے,ur,0.6
SPEAKER_000_PROSES_0062.wav,جن میں آغا بے عزتی کے ساتھ بری ہوئے تھے۔,جن میں آغا بیزتی کے ساتھ بڑی ہوئی تھے۔,ur,0.4
SPEAKER_004_POETRY_0266.wav,یوں لگا جیسے وہ شب کو,یون لگا جسے وہ شبکہ,ur,0.6666666666666666
SPEAKER_000_POETRY_0430.wav,کہ میری چادر تو چھینی تھی شامِ تنہائی نے,کہ میری چادر تو چھینی تھی شامی تنھائی نہیں,ur,0.3333333333333333
SPEAKER_002_DRAMA_0257.wav,کوئی خاص بات ہے؟,عل director تیو قول که اگر你 م took a,ur,2.25
SPEAKER_001_YOUTUBEREVIEWS_0339.WAV,اہ میری صرف ایک بہت ہی چھوٹی سی کمپلینٹ تھی کہ,مریسے بہتی چوڑیسی کمپلین تھی کہ,ur,0.8181818181818182
SPEAKER_001_DRAMA_0196.wav,تو تمہارا کیا خیال ہے؟,لطمارا کیا حالی؟,ur,0.8
SPEAKER_002_POETRY_0068.wav,اس بلبل نے ابھی کل ہی محلے میں ایک بڑا میچ جیتا تھا۔,,error,
SPEAKER_021_NEWS_0209.WAV,اویس یوسف زئی مزید تفصیل بتائیں گے۔ جی اویس بتائیے۔,اویسی اسوزی مزید ترسیل بتائیں گے جی اویس بتائیں گے,ur,0.7
SPEAKER_008_DRAMA_0466.wav,ابھی میرا کچھ کرنے کا موڈ نہیں ہے۔ جب دل چاہے گا تو کر لوں گی کام۔,اب ہی میرا کچھ کرنے کا مولے جب تل جائے گا تو کر لگی کام,ur,0.5882352941176471
SPEAKER_004_POETRY_0264.wav,تو نے مجھ کو کھو دیا,تو نے مجھ کو خو دیا,ur,0.16666666666666666
SPEAKER_020_NEWS_0203.WAV,ہم ہر کچھ مہینوں بعد,ہم ہر کچھ مینوں بعد,ur,0.2
SPEAKER_006_DRAMA_0374.wav,صبا، کیا تم نے عاصم سے کوئی بہت سخت بات کہہ دی تھی؟ بے عزتی کی تھی اس کی؟ مذاق اڑایا تھا یا کچھ اور ایسی چیز؟,سبہ کہ تم نے آسن سے کوئی بہت سخبات کہتے تھے بیزتی کی تیوسکے مزاک کر آیا تھا ہے کچھ اور ایسی چی,ur,0.6296296296296297
SPEAKER_006_POETRY_0381.wav,جرم آدم نے کیا اور نسل آدم کو سزا,جرم آدم نے کیا اور نسلے آدم کو سزا,ur,0.1111111111111111
SPEAKER_002_DRAMA_0050.wav,میرا خیال ہے کہ اسے مجھے دیکھ کر کوئی خوشی نہیں ہوئی ہے۔ لگتا ہے تم نے اسے منگنی کی خبر نہیں دی ہے۔,میرخالے کہ سمجھ دیکھر گے خوشی نہیں گئیئے لکتا تم نے سے مگنے کی خواد نہیں دیا,ur,0.7083333333333334
SPEAKER_018_COMEDYSHOW_0516.WAV,دیکھیں اگر دونوں میں سے ایک فیورٹ ہوتا تو میں یہاں بیٹھ کے تو نہیں بولتا۔ دونوں فیورٹ ہیں دونوں زبردست ایکٹرز ہیں۔,ایک اگر دونوں میں سے ایک فیبر روتا دا میں یہ بیٹ کے تنی بولتا دونوں فیبرٹ ہے دونوں زبتا ساکٹرز ہے,ur,0.6086956521739131
SPEAKER_012_COMEDYSHOW_0391.WAV,یار یہ ان کو پرابلم ہے نا ان کا بچہ نہیں ہو رہا پھر بھی,یار یہ ان کو پروبلہ میں نے ان کا بچہ نہیں ہو رہا فیل میں,ur,0.3333333333333333
SPEAKER_000_YOUTUBEREVIEWS_0061.WAV,چھری پہ رکھ دیا ہے تو وہ مطلب ہے کہ,چھری پر اگدی ہے تو کو مطلب ہے کہ,ur,0.4
SPEAKER_012_COMEDYSHOW_0376.WAV,کون دے رہا ہے آپکو بچوں کے لیے؟,ہون درہ بو بچکی بیسی,ur,1.0
SPEAKER_038_FILM_0349.WAV,عمل پہ دل آ گیا جے اس کا,امل پیدل آ گیا جی اس کا,ur,0.5
SPEAKER_000_POETRY_0324.wav,تازہ غزل کے چند شعر عرض کرتی ہوں,تازہ قضل کے چنچھ شیر ارس کرتی,ur,0.625
SPEAKER_012_ROADSIDE_INTERVIEW_0319.wav,مطلب آپ نیچرل چیزوں کو پیار کرنے والے ہیں۔,لہاں نیسل چیوگو پیار گے نیوہ,ur,0.8888888888888888
SPEAKER_017_COMEDYSHOW_0486.WAV,اب شادی کے بعد بلی تو ساری مارتے ہیں، آپ کو تو پتہ ہی ہے۔ او انہوں نے بلا ہی پھڑکا دیا۔,اب شاہدی کے بعد بلی دو ساری مارتے ہیں آپ دو پلے یہ ہے وہ انہوں نے بلی پڑھا دیا,ur,0.5909090909090909
SPEAKER_000_POETRY_0343.wav,پوچھ سکو گے دیس کی مٹی کیوں زہراب ہوئی؟  اور 43 برس کے بعد مقطع یہ,بھورچ سکوگے دیس کی مطیقی وزہرہ بھوی اور تیتالیس پر اس کی بعد مقتایئے,ur,0.8125
SPEAKER_000_PROSES_0356.wav,ہمیں ہائی اسکول میں اردو فارسی پڑھاتے تھے,ہمیں ہائیسکول میں اردو فارسی پر ہاتی تھی,ur,0.625
SPEAKER_039_FILM_0383.WAV,پوچھے گا آپ بھائی صاحب؟ میں تو حکم دوں گی۔,پوچے گا آپ بھائیسا میں تو کم دنگی,ur,0.6
