audio,ground_truth,prediction,detected_language,wer
SPEAKER_000_PROSES_0272.wav,ایک اتوار ساڑھے آٹھ بجے ہم دونوں سائیکل پر منگو پیر کی پہاڑیوں کی طرف جنگلی بکرے کی تلاش میں روانہ ہوئے,ایک اتوار ساری آٹ بجے ہم دونوں سائکل پر منگو پیر کی پہاڑیوں کی طرف جنگلی بکرے کی تلاش میں روانا ہوئے,ur,0.18181818181818182
SPEAKER_006_INTERVIEWS_0132.WAV,ندا اور اب دیکھو نا جب اس کے بعد جب آئیں گے تو میں نے اس کی ایک ساڑھی بنائی ہے تم وہ بھی دیکھنا۔,अप देखा अगा तो बाज आए लिए तो मैं ने ती सारी बनाए तो वो भी देखना,hi,1.0
SPEAKER_002_VLOG_0065.wav,یہ بھی لگا ہونا چاہیے وہ بھی لگا ہونا چاہیے,ये भी लगा अन जाएए वो भी लगा अन चाईए ये,hi,1.1
SPEAKER_000_POETRY_0112.wav,سو ہیں آزاد فکرِ آشیاں سے,सुहे आजा द्ख्रे आश्या से,hi,1.0
SPEAKER_039_FILM_0381.WAV,بات عمل کی کر رہے ہیں امتحان میرا لے رہے ہیں,बात रवल की कर रहें? इम्तिहान मेरा लेरें,hi,1.0
SPEAKER_000_POETRY_0303.wav,خواب میں بھی تجھے بھولوں,खाब में भी तुजे बूलूं,hi,1.0
SPEAKER_019_NEWS_0169.WAV,بھارتی پائلٹس نے پاکستان ایئر فورس پویلین کا دورہ کیا۔,بھارتی پائلٹس نے پاکستان ایر فورس پورین کا دورا کیا,ur,0.4
SPEAKER_041_FILM_0429.WAV,ہاں آپ کو پسند ہے تو کر لو بات۔ میں نے کوئی انکار کیا ہے امی جی؟,आपको पसंदय तो करलो बात मैंने को इन कार की है आमी जी,hi,1.0
SPEAKER_000_POETRY_0110.wav,تو پوچھیں پتہ منزل کا میرِ کارواں سے,"तब पूचें, पता मंजल का मीरे कार वाँचे.",hi,1.0
SPEAKER_000_PROSES_0109.wav,خدا جانے ایسا بچہ دیکھتا ہے اور سنتا ہے تو کس وقت,अजा जाने अजा बच्चा देखता है तो किस वक्त,hi,1.0
SPEAKER_012_ROADSIDE_INTERVIEW_0308.wav,فیکلٹی کے بارے میں آپ کہیں گے یونیورسٹی کی فیکلٹی کیسی ہے؟,ज़ाईग़्ठांद करओध گर Mysticño,hi,1.0
SPEAKER_000_PROSES_0239.wav,انگریزی صرف ان خاص مقامات پر بولتے تھے جہاں آدمی کچھ نہ بولے تب بھی بخوبی کام چل سکتا ہے۔,انگریزی صرف ان خاص مقامات پر بولتے تھے جہاں آدمی کچھ نہ بولے تب بھی بخو بھی کام چل سکتا,ur,0.15
SPEAKER_000_POETRY_0438.wav,ریت بھی پچھلے مکانوں کی نہ واپس آئی تھی,रे तभी पिछले मकानो की नवापस चाए थी,hi,1.0
SPEAKER_002_POETRY_0088.wav,انہوں نے یکایک مجھے اپنے ہاتھوں میں ایک خاص طریقے سے جکڑ لیا,उन्हु ने यकाएक मुझे अपने हाँपू में खास तरीक से जकर लिया,hi,1.0
SPEAKER_000_PROSES_0135.wav,آپ انگلیاں چٹخوا کر سر کی کھال میں تیل جھسوا کر,آپ عولیوں چٹخوا کر سرک کی خال میں تیل جھسوا کر,ur,0.2727272727272727
SPEAKER_002_DRAMA_0292.wav,میں تمہیں صرف یہ احساس دلانا چاہتا ہوں کہ میرے ساتھ زیادتی کر کے تم کبھی بھی خوش نہیں رہ سکو گی۔ تمہارا ضمیر تمہیں کبھی چین نہیں لینے دے گا۔,मैं तुमै सर्फ यह आजास दिलना चाता हूं के मेरे सास जात्ती कर के तुम कभी भी खुष ने रे सकोगी तुमारा जमीर तुमैं कभी चानी लिने देका।,hi,1.0
SPEAKER_000_PROSES_0461.wav,اول اول ان چار چیزوں کے واسطے سے میں نے پاکستان کو جانا۔,اول اول انچار چیزوں کے واصلتے سے میں نے پاکستان کو جانا,ur,0.3076923076923077
SPEAKER_000_POETRY_0005.wav,کیسے کہہ دوں کہ مجھے چھوڑ دیا ہے اس نے۔  کیسے کہہ دوں۔,کیسے کہدوں کہ مجھے چھوڑ دیا ہے اس نے واہ! کیسے کہدوں؟,ur,0.46153846153846156
SPEAKER_041_FILM_0409.WAV,او بتا جائی صاحب بتاؤ بتاؤ۔ او کیا بتاؤں شفیق احمد۔ وہ لڑکیاں نہیں پریاں ہیں۔ ہائے۔,और बताओ जोई सा बताओ बताओ और बताओ शफीए कै मज टिए लिए नहीं परीएं आई,hi,1.0
SPEAKER_000_POETRY_0179.wav,اور تھا فیصلہ کوئی,Orta fesla qui.,en,1.0
SPEAKER_004_POETRY_0258.wav,چمن میں رنگ بہار اترا,चमन मेरंगे बाहर उत्रा,hi,1.0
SPEAKER_010_ROADSIDE_INTERVIEW_0248.wav,آپ کی کوئی پسند نہیں؟ پسند ہوتی ہے لیکن جو یہاں پہ کوئی ہے پسند؟ نہیں,آپ کی کوئی پسند نہیں پسند ہوتی ہے لیکن یہاں پر کوئی ہے پسند نہیں بہت پڑی,ur,0.375
SPEAKER_000_POETRY_0433.wav,جب خوابوں سے پیاری ہو,जब खाबों से प्यारी हो,hi,1.0
SPEAKER_001_YOUTUBEREVIEWS_0952.WAV,یہ لائر نے وہ کیا ہے,یہ لائر نے وہ جواب دیئے,ur,0.3333333333333333
SPEAKER_012_COMEDYSHOW_0314.WAV,آپ کا نام؟ جمیلہ خان رانا,"अपका नाम, जमीला कान रोन,",hi,1.0
SPEAKER_013_DRAMA_0455.wav,یہ تو ہونا ہی تھا۔ میں نے بھی مریم کو فون کیا تھا۔ اس نے بھی مجھ سے کوئی بات نہیں کی۔,ये तो हुँ नहीं ता मैंने भी मर्यम को फोन के था उसने भी मुस्से कोई बातने कि,hi,1.0
SPEAKER_039_FILM_0373.WAV,آہ کڑوا نہ بول جسے لطیف صاحب نے گھٹی دی ہو وہ کڑوا نہ بولے۔,"और खर्वाना बोल, जिसे लतीव साब ने गुटी दीएो बो खर्वाना बोले",hi,1.0
SPEAKER_005_DRAMA_0461.wav,کیونکہ مجھ سے کوئی صحیح طرح بات نہیں کر رہا ہے۔ آپ ہی صرف طنز کر رہی ہیں۔,अपी स्रव तन्स कर रहींगे,hi,1.0
SPEAKER_000_PROSES_0102.wav,یہ میں نے حکماء کے تجربات کی بنا پر لکھا ہے ورنہ حاشا و کلا میں اس بات کا قائل نہیں۔,یہ میں نے حکمہ کے تجربات کی بناء پر لکھا ہے ورنہاں حاشہ وکلہ میں اس بات کا قائل نہیں۔,ur,0.2857142857142857
SPEAKER_002_POETRY_0093.wav,اب میں نے مچلنا اور رونا شروع کیا۔ ماموں نے کہا کوئی بات نہیں گھبراؤ نہیں۔ اوپر دیکھو دیکھو وہ دیکھو سونے کی چڑیا اڑ رہی ہے۔,اب میں نے مچلنا اور رونا شروع کیا معامل نے کہا کوئی بات نہیں گھبرا ہو لیں اوپر دیکھو دیکھو سونے کی چڑیا ہو رہی ہے,ur,0.3333333333333333
SPEAKER_008_ROADSIDE_INTERVIEW_0225.wav,اور بری بات۔ اور بری بات یہ ہے کہ یار لوہے کے بیڈ کچکچ بہت کرتے ہیں۔,और बूरी बाद और बूरी बाद यह कि यह लोए के बैटे कचकच वोद करते है,hi,1.0
SPEAKER_005_DRAMA_0521.wav,اچھا بیٹھو بتاؤ تمہیں کتنے پیسے چاہییں؟,,error,
SPEAKER_044_FILM_0476.WAV,فون ملتے ہیں کھانے پہ,"फों, मिलते खाने पे?",hi,1.0
SPEAKER_000_POETRY_0217.wav,رات کے ہاتھ پے رات کے ہاتھ,अदात के हाथ पे हैं कोई जाएजा है।,hi,1.1428571428571428
SPEAKER_000_POETRY_0432.wav,بے ردائی کو میری پھر دے گیا تشہیر کون,वेरिदाई को मेरी फिर दे गया तशीर काँ,hi,1.0
SPEAKER_005_DRAMA_0438.wav,خالہ آپ جتنا ناراض ہونا چاہتی ہیں ہو لیں۔ لیکن مجھ سے تعلق تو ختم نہ کریں۔,खालाब जित्ना नराज होना जाती होले लिकिए मुझे तालोक तो खतम ना करे,hi,1.0
SPEAKER_000_PROSES_0115.wav,اور کچھ نہ ہو تو شغلِ بے کاری کے طور پر ان کے ہاتھ میں ایک جھنجنا دے دیجیے۔,और कुछ नहों तो सुगले बेकारी के तोर पर उनके हाथ में एक जुन्जूना दे दीजे.,hi,1.0
SPEAKER_000_POETRY_0021.wav,بات تو سچ ہے مگر بات ہے رسوائی کی,"बात तो सच है, बगर बात है रुस्वाई वर",hi,1.0
SPEAKER_001_YOUTUBEREVIEWS_0592.WAV,تو دو لائنیں دو لائنیں جان دو۔,तुवत थे जो सीपत्начала जु rom तुने सकता,hi,1.1428571428571428
SPEAKER_000_PROSES_0336.wav,کچھ لوگ ایسے تھے جنہوں نے کہا کہ یہ بات تو استاد نے تمہارا دل بڑھانے کو کہی ہو ان سے راقم کیا بحث کرتا,"तुछ लोग आशे ते जेनों अगा के ये बाथ तो उस्ताद नि तुमाज जिल ब़ाने को कै हो, उन्से राखिम क्या बहस कता?",hi,1.0
SPEAKER_005_DRAMA_0176.wav,عاصم اب تک جو کچھ بھی ہو رہا ہے نا وہ تمہاری مرضی ہے۔ تمہاری خواہشیں پوری ہو رہی ہیں۔ اب تمہیں کیاچاہیے ؟,"आसम, अप दब जो कुछ भी होरा है नहीं तुमहारी मरजी है तुमहारी खवाइषे पूरी होरी है अप तुमे क्या चाही...",hi,1.0
SPEAKER_000_POETRY_0425.wav,رہائی کی کرے تدبیر کون,रिहाई की करे तदीर कों,hi,1.0
SPEAKER_022_FILM_0206.WAV,کینیڈا سے خالو خالہ آئے ہیں۔ انہوں نے ٹکٹ دے کر بلوایا ہے ملنے کے لیے۔,"खानदासे खालु खाला है, उनो ने तिक्र देकर बुल्वाया है, मिलने के लिए.",hi,1.0
SPEAKER_019_NEWS_0180.WAV,جو دوست اس پر بات کرتے ہیں ان کے سیاسی عزائم ہیں۔,جو دوست اس پر بات کرتے ہیں ان کے سیاسی عزائم ہیں,ur,0.08333333333333333
SPEAKER_001_YOUTUBEREVIEWS_0404.WAV,ہاں ہمیں آپ کا جواب مل گیا۔ تو جو تیسرا میرا سوال ہے,ہاں آپ کا جواب مل گیا تو تیسنا میرا سوار لے,ur,0.46153846153846156
SPEAKER_018_COMEDYSHOW_0498.WAV,پہلے تو آپ کو بہت بہت مبارک ہو یہ پہلا شو ہے آپ کا؟,अगले तो आपको बहुड़ बारगो ये पहला शुवाया अपका,hi,1.0
SPEAKER_007_DRAMA_0045.wav,صبا تم سے ایک مشورہ لینا تھا۔ آفس میں ٹائم مل نہیں رہا۔,سباہ تم سے ایک مشفرہ لینا تھا آفس میں ٹائم نہیں ملا,ur,0.38461538461538464
SPEAKER_005_DRAMA_0527.wav,تمہارا اور میرا کوئی ایسا تعلق نہیں ہے کہ تم مجھ سے اس لہجے میں بات کرو۔,"बतुल तुमहरा और मेरा कुई आँसा तालुक नहीं है, कि तुमहरे अई बात करूट।",hi,1.0
SPEAKER_000_POETRY_0196.wav,پر میرے شیشہ روح نے توڑ شہر کے شہر کو میرا واقف حال کر دیا واہ کہ چہرہ و نام ایک ساتھ,पर मेरे शीशा रूने तो शेहर के शेहर को मिरा वाखिखे हाल कर दिया के चिहराउ नाम एक साथ,hi,1.0
SPEAKER_008_DRAMA_0484.wav,لگتا ہے تم نے کبھی کسی سے محبت نہیں کی۔ اگر کی ہوتی تو تمہیں بہت کچھ کہنے کی ضرورت نہ پڑتی۔,अगर की होती तो तोबे बहुत कुछ कहनी की जोर्ड़ना परती।,hi,1.0
SPEAKER_000_PROSES_0111.wav,اکثر اوقات وہ خود ہی سامعہ نوازی کرتا رہتا ہے۔,اکسر عقاہت تو وہ خودی ساما نوازی کرتا رہتا ہے,ur,0.7
SPEAKER_000_PROSES_0304.wav,ہم نے عرض کیا کہ اسے ختم ہوئے تو تیرہ سال ہو گئے فرمایا اچھا تو کوئی اور مناسب دم کی تحریر کر دیجیے,ہم نے ارس کیا کہ اسے ختم ہوئے تو تیرہ سال ہو گئے فرما آچھا تو کوئی اور مناسد دم کی تیریر کر دیجا,ur,0.25
SPEAKER_000_POETRY_0115.wav,ہوا کو رات,वावा को राज्दां,hi,1.0
SPEAKER_000_POETRY_0326.wav,اس موسم کی پہلی بارش ہی سیلاب ہوئی۔,इस मुसम की पहली बारिशी से लाग हुई,hi,1.0
SPEAKER_038_FILM_0342.WAV,وقت بدل گیا ہے نا بیبو جی,वक त बदल गया है ना मीबोजी,hi,1.0
SPEAKER_008_DRAMA_0359.wav,یہی تو وجہ ہے عاصم کی خودکشی کی۔ شادی۔ صبا نے تو یہ منگنی توڑ دی تھی۔,यही तो वजगाय आसम की खुछी की शादी सबने तो यह मगनी तोर दीती,hi,1.0
SPEAKER_006_COMEDYSHOW_0224.WAV,یہ وہ نہیں ہے، ناروے وارے، سکینڈینیوین، وہاں سے کچھ سیٹ اپ۔,यह वो निस नोरवे वो वे श्टें दिनें वहाँ से गुज सैट अप,hi,1.0833333333333333
SPEAKER_008_ROADSIDE_INTERVIEW_0207.wav,بالکل بالکل خاص کر زبان زبان بہت صاف ہے ماشاءاللہ,خاص کر زبان بہت سافے ماشاء اللہ,ur,0.6
SPEAKER_019_NEWS_0184.WAV,کراچی میں کچھ اور کہتے ہیں، لاڑکانہ اور اسلام آباد میں موقف الگ ہوتا ہے۔,کراتی میں ایک اچھو اور کہتے ہیں لارکانہ اور اسلام عباد میں موقع فلق ہوتا ہے,ur,0.6
SPEAKER_000_PROSES_0062.wav,جن میں آغا بے عزتی کے ساتھ بری ہوئے تھے۔,,error,
SPEAKER_004_POETRY_0266.wav,یوں لگا جیسے وہ شب کو,यू लगा जैसे वो शब को,hi,1.0
SPEAKER_000_POETRY_0430.wav,کہ میری چادر تو چھینی تھی شامِ تنہائی نے,कि मेरी चादर तो चिने फीशामगी तनहाई में,hi,1.0
SPEAKER_002_DRAMA_0257.wav,کوئی خاص بات ہے؟,"टिव् षाड,र्फ्रार्थ दीन,ःच्ट, नेक,और,ई्यं,लगान्छि.",hi,1.0
SPEAKER_001_YOUTUBEREVIEWS_0339.WAV,اہ میری صرف ایک بہت ہی چھوٹی سی کمپلینٹ تھی کہ,مری سے بہت چھوڑی سی کمپلین تھی کہ,ur,0.6363636363636364
SPEAKER_001_DRAMA_0196.wav,تو تمہارا کیا خیال ہے؟,,error,
SPEAKER_002_POETRY_0068.wav,اس بلبل نے ابھی کل ہی محلے میں ایک بڑا میچ جیتا تھا۔,इस बुल्बुल ने अभी कली महले में एक बडा मैच जीता था,hi,1.0
SPEAKER_021_NEWS_0209.WAV,اویس یوسف زئی مزید تفصیل بتائیں گے۔ جی اویس بتائیے۔,عویسی و صبضہی مزید تتفصیل بتائیں گے جی عویس بتائے گا,ur,0.8
SPEAKER_008_DRAMA_0466.wav,ابھی میرا کچھ کرنے کا موڈ نہیں ہے۔ جب دل چاہے گا تو کر لوں گی کام۔,अभी मेरा मुझ करने कोगनेशि जब तर जाएगा तो करलूँगी काँवाऴ,hi,1.0
SPEAKER_004_POETRY_0264.wav,تو نے مجھ کو کھو دیا,तुने मुजको खो दिया,hi,1.0
SPEAKER_020_NEWS_0203.WAV,ہم ہر کچھ مہینوں بعد,ہم ہر کچھ مہینوں باقی,ur,0.2
SPEAKER_006_DRAMA_0374.wav,صبا، کیا تم نے عاصم سے کوئی بہت سخت بات کہہ دی تھی؟ بے عزتی کی تھی اس کی؟ مذاق اڑایا تھا یا کچھ اور ایسی چیز؟,"साभा, क्या तुम्ने आँस्म से कोई बोछ़ सक्वाद कै दे थी? बेजिति की तुसके? मजाग को रहा था है कुछ और अजी चीजी?",hi,1.0
SPEAKER_006_POETRY_0381.wav,جرم آدم نے کیا اور نسل آدم کو سزا,جرم آدم نے کیا اور نسل آدم کو سزا,ur,0.0
SPEAKER_002_DRAMA_0050.wav,میرا خیال ہے کہ اسے مجھے دیکھ کر کوئی خوشی نہیں ہوئی ہے۔ لگتا ہے تم نے اسے منگنی کی خبر نہیں دی ہے۔,मैं अगाले कैसे मुझे देखकर के खुषिज नीगागी है अगता तुमने असे मगने की खवर नी दीए,hi,1.0
SPEAKER_018_COMEDYSHOW_0516.WAV,دیکھیں اگر دونوں میں سے ایک فیورٹ ہوتا تو میں یہاں بیٹھ کے تو نہیں بولتا۔ دونوں فیورٹ ہیں دونوں زبردست ایکٹرز ہیں۔,दोनो मिसे लिएक फ़़़े तो मैं या बैट के तो नी बोलता तो तो तो तो तो तो तो जबरदा सक्टर्स है,hi,1.0
SPEAKER_012_COMEDYSHOW_0391.WAV,یار یہ ان کو پرابلم ہے نا ان کا بچہ نہیں ہو رہا پھر بھی,यार ते इंको प्रबला मैंने अंका बच्चा नी होरा फिल्मे.,hi,1.0
SPEAKER_000_YOUTUBEREVIEWS_0061.WAV,چھری پہ رکھ دیا ہے تو وہ مطلب ہے کہ,چھوڑی میں رکھ دیا ہے تو وہ مطلب ہے کہ,ur,0.2
SPEAKER_012_COMEDYSHOW_0376.WAV,کون دے رہا ہے آپکو بچوں کے لیے؟,,error,
SPEAKER_038_FILM_0349.WAV,عمل پہ دل آ گیا جے اس کا,आमल पे दिला गया जे उसका,hi,1.0
SPEAKER_000_POETRY_0324.wav,تازہ غزل کے چند شعر عرض کرتی ہوں,تازا قضل کے چن چیر راست کرتی ہے,ur,0.75
SPEAKER_012_ROADSIDE_INTERVIEW_0319.wav,مطلب آپ نیچرل چیزوں کو پیار کرنے والے ہیں۔,آپ نیسل چیزوں کو پیار کرنے والا,ur,0.4444444444444444
SPEAKER_017_COMEDYSHOW_0486.WAV,اب شادی کے بعد بلی تو ساری مارتے ہیں، آپ کو تو پتہ ہی ہے۔ او انہوں نے بلا ہی پھڑکا دیا۔,अप शादी के बाद बिल्ली तो तारी मारते है है अपको तो बड़े है और तो इनो ने बिल्ली पड़ाड़ा ड़ा,hi,1.0
SPEAKER_000_POETRY_0343.wav,پوچھ سکو گے دیس کی مٹی کیوں زہراب ہوئی؟  اور 43 برس کے بعد مقطع یہ,बूर्ट सकोगे देस की मट्टी क्यों जेह्राव हुई और तेतालिस परस की बाद मखता ये,hi,1.0
SPEAKER_000_PROSES_0356.wav,ہمیں ہائی اسکول میں اردو فارسی پڑھاتے تھے,अमे है आई स्कूल में उर्दू फार्षी परहाते थे,hi,1.125
SPEAKER_039_FILM_0383.WAV,پوچھے گا آپ بھائی صاحب؟ میں تو حکم دوں گی۔,पूच्छेगा आप भाई सब मैं तवोकम दूंगी,hi,1.0
