id,speaker_id,ground_truth,prediction,detected_language,wer
104_003_1370,104,경기 성남중원은 새누리당에서 십 칠 십 팔 대 국회의원을 지낸 신상진 당협위원장이 후보로 꼽힌다,"경기 성남 중원은 샤누리당에서 17, 18대 국회의원을 지낸 신상진 당협위원장이 후보로 꼽힌다.",ko,0.5714285714285714
104_003_1661,104,그렇게 해주시면 후보들은 정책과 비전을 가지고 국민들에게 새로운 대한민국을 어떻게 만들 것인지,그렇게 해주시면 후보들은 정책과 비전을 가지고 국민들에게 새로운 대한민국을 어떻게 만들 것인지,ko,0.0
104_003_2118,104,미디어와 거래선 전용 공간을 칠십 퍼센트로 확대하고 각 참석자의 필요에 따른 전시공간으로 기획한 것이 특징,미디어와 거래선 전용 공간을 70%로 확대하고 각 참석자에 필요했다는 전시 공간으로 기획한 것이 특징입니다.,ko,0.4666666666666667
104_003_2507,104,집이나 아파트를 구입할 때 한 번에 값을 모두 치를 수 있는 사람은 많지 않습니다,집이나 아파트를 구입할 때 한 번의 값을 모두 칠 수 있는 사람은 많지 않습니다.,ko,0.21428571428571427
104_003_2788,104,탄수화물이 많이 들어간 음식을 짙은 갈색이 될 때까지 튀기거나 부쳐서 먹으면 발암 위험이 커진다는 경고가 잇따르고 있습니다,탄수화물이 많이 들어간 음식을 짙은 갈색이 될 때까지 튀기거나 붙여서 먹으면 발항 위험이 커진다는 경고가 잎다르고 있습니다,ko,0.17647058823529413
147_003_0237,147,선대인 그런데 누구나 느끼시겠지만 지금 이천 육 년 부동산 폭등기 때보다 지금 호황인가,선대인 그런데 누구나 느끼시겠지만 지금 2006년 부동산 폭증기 때보다 지금 호황인가,ko,0.3076923076923077
147_003_0340,147,그러한 청소년들이 우울증을 이겨 내는 데 무엇이 도움이 됩니까,그러한 청소년들이 우울증을 이겨내는데 무엇이 도움이 됩니까?,ko,0.4444444444444444
147_003_0981,147,특히 네 번째 미니앨범 총괄 프로듀싱을 맡았던 용감한 형제와의 작업은 어땠냐는 질문에는 무서울 줄만 알았는데 직접 만나 뵈니 주옥같은 메시지를 주시더라고요,특히 4번째 미니 앨범 총괄 프로듀싱을 맡았던 용감한 형제와의 작업은 어땠냐는 질문에는 무서울 주마 알았는데 직접 만나 매니지 옥 같은 메시지를 주시더라고요.,ko,0.38095238095238093
147_003_1225,147,웨인의 배경과 관심사 개성 사랑 고백은 캐런의 신임을 사기 위한 조작극이었습니다,"외인을 배경과 관심사, 개성, 사랑, 고백은 캐런의 신임을 사기 위한 조작극이었습니다.",ko,0.45454545454545453
147_003_1340,147,혹시 경찰에 알려졌다가 아들이 잘못되면 어쩌나하는 걱정 때문이었다,혹시 경찰에 알려졌다가 아들이 잘못되며 어쩌나 하는 걱정 때문이었다.,ko,0.5
147_003_2219,147,울산의 경우 도시 근교농업을 발전시켜 공급하는 체계를 갖춰야 한다며 앞으로 신규 품목 단지를 발굴 농가들에 인센티브를 제공하는 등 관련 투자를 강화할 예정이라고 말했다,울산의 경우 도시 근교 농업을 발전시켜 공급하는 체계를 갖춰야 한다며 앞으로 신규 품목 단지를 발굴 농가들의 인센티브를 제공하는 등 관련 투자를 광화할 예정이라고 말했다.,ko,0.21739130434782608
147_003_2561,147,결혼은 다른 사람에 대한 영원한 사랑의 서약을 공개적으로 선언하는 것입니다,결혼은 다른 사람에 대한 영원한 사랑의 서약을 공개적으로 선언하는 것입니다.,ko,0.1
147_003_2646,147,국회법을 본회의에 상정해 재의결할지 여부와 협상 책임자였던 유 원내대표가 직을 사퇴해야 하는가를 두고 친박과 비박이 의원총회 혈투를 벌이고 있다,국회법을 본 회의의 상정에 재의결할지 여부와 협상 책임자였던 유 원내대표가 직을 사퇴해야 하는가를 두고 친박과 비박이 의원총의 혈투를 벌이고 있다.,ko,0.2631578947368421
147_003_2910,147,정부는 비슷한 생활권인 인접 광역자치단체를 묶어 일곱 개의 광역권으로 나눠 주택수요를 산정했다,정부는 비슷한 생활권인 인적 광역 자치단체를 묶어 7개의 광역권으로 나눠 주떡 수요를 상정했다.,ko,0.6666666666666666
147_003_2970,147,당초 지난 십 칠 일 열린 회의에서 결론을 내릴 예정이었지만 기준 중위소득을 산출하는 방식을 놓고 격론을 벌인 끝에 답을 찾지 못했다,당초 지난 17일 열린 회의에서 결론을 내릴 예정이었지만 기준 중위 소득을 산출하는 방식을 놓고 격론을 벌인 끝에 답을 찾지 못했다.,ko,0.2857142857142857
137_003_0008,137,보유중인 부동산 자산을 추가로 매각해 총 일 조 사천 억원의 현금을 확보해 재무구조를 개선한다는 방침이다,보유 중인 부동산 자산을 추가 오매각해 총 1조 4000억원의 현금을 확보해 제목 구조를 개선한다는 방침이다.,ko,0.7333333333333333
137_003_0029,137,몬터규는 자녀들이 사랑을 제대로 못 받고 크면 매우 심각한 결과가 초래된다는 결론을 내렸습니다,몬터균은 자녀들이 사랑을 제대로 못 받고 크면 매우 심각한 결과가 초래된다는 결론을 내렸습니다.,ko,0.15384615384615385
137_003_0202,137,사진과 실제 급식이 일치하는지를 학교운영위원회가 일일이 확인해야 하는데 현실적으로 불가능하기 때문입니다,사진과 실제 급식이 일치하는지를 학교 운영위원회가 일일이 확인해야 하는데 현실적으로 불가능하기 때문입니다.,ko,0.2727272727272727
137_003_0868,137,그런데 지금 미국은 중국보고 하라고 했는데 하지 않으면 우리가 하겠다 이러고 있는데요,그런데 지금 미국은 중국 보호하라고 했는데 하지 않으면 우리가 하겠다 이러고 있는데요,ko,0.16666666666666666
137_003_1021,137,징벌적 손해배상제가 피해액 세 배까지 배상액을 제한한 것을 세 배 이상으로 강화하겠다고 했다,징발적 손해배상재가 피해액 3배까지 배상액을 제한한 것을 3배 이상으로 강화하겠다고 했다.,ko,0.5384615384615384
137_003_1340,137,혹시 경찰에 알려졌다가 아들이 잘못되면 어쩌나하는 걱정 때문이었다,혹시 경찰에 알려줬다가 아들이 잘못되면 어쩌나 아는 걱정 때문이었다,ko,0.375
137_003_1611,137,기후가 더 좋은 그곳에서 대학교를 다니고 운동과 관련된 분야에서 일을 할 생각이었습니다,기후가 더 좋은 그곳에서 대학교를 다니고 운동과 관련된 분야에서 일을 할 생각이었습니다.,ko,0.08333333333333333
137_003_1614,137,십 일 이십 사 일 홍콩행은 비행시간이 왕복 일곱 시간으로 여느 단거리보다 길어 승무원 사이에서 힘들다고 소문나 있다,"11, 24일 웅콩행은 비행 시간이 왕복 7시간으로 연흘 단거리보다 길어 승무원 사이에서 힘들다고 소문 나 있다.",ko,0.7222222222222222
137_003_1848,137,회수대상은 이천 십 육 년 시 월 일 일 에서 이천 십 육 년 십 일 월 십 구 일 내로 유통기한이 표시된 제품들이다,해수 대상은 2016년 10월 1일인에서 2016년 11월 19일 내로 유통기관이 표시된 제품들이다.,ko,0.9166666666666666
137_003_2281,137,땅콩보트 운영업체와 모터보트 운전자는 운영허가와 운전면허는 갖춘 것으로 확인됐다,땅콩부트 운영업체와 모터부트 운전자는 운영허가와 운전면허는 갖춘 것으로 확인됐다.,ko,0.3333333333333333
149_003_0057,149,이 일 자동차업계에 따르면 임팔라는 지난달 삼십 일 일 하루에만 구백 대가 넘는 계약이 이뤄진 것으로 파악됐다,2일 자정차 업계에 따르면 임펠라는 지난달 31일 하루에만 900대가 넘는 계약이 이루어진 것으로 파악됐다.,ko,0.6470588235294118
149_003_0920,149,그는 워크아웃에 대한 확대 해석에 선을 그으면서도 사업 다각화를 위한 투자 실패로 재무구조가 악화된 것은 사실이라고 덧붙였다,그는 워크하우스에 대한 확대해석의 선을 그으면서도 사업 다가갈을 위한 투자 실패로 제목 구조가 악화된 것은 사실이라고 덧붙였다.,ko,0.4117647058823529
149_003_0927,149,박씨는 또 새벽 한 시 삼십 분이 되자 광화문광장에 배치된 경찰들이 철수하기 시작했다,박 씨는 또 새벽 1시 30분이 되자 광화문 광장이 매치한 경찰들이 철수하게 시작했다.,ko,0.8461538461538461
149_003_1013,149,이 씨와 같은 사무실에서 일하는 김정민 씨는 앞으로는 백 세 시대잖아요,이 씨와 같은 사무실에서 일하는 김정민 씨는 앞으로는 100세 시대잖아요.,ko,0.2727272727272727
149_003_1212,149,어떤 상황에서는 부모나 그 밖의 사랑하는 사람이 그리스도인의 신앙을 맹렬히 반대할지 모릅니다,어떤 상황에서는 부모나 그 밖에 사랑하는 사람이 그리스도 인해 신앙을 먹렬이 반대할지 모릅니다.,ko,0.4166666666666667
149_003_1235,149,나는 거기 가지도 않았다는 말에 돌아온 건 경찰봉 세례였다고 했다,나는 거기 가지도 않았다는 말에 돌아온 건 경찰 봉쇄래였다고 했다.,ko,0.3
149_003_1678,149,일각에서는 카드사가 현금서비스 카드론 등의 금리를 높이는 방법으로 줄어든 수수료수입을 벌충할 수 있다는 우려도 나온다,A가에서는 카드사가 현금 서비스 카드론 등의 금들을 높이는 방법으로 줄어든 수료 수입을 배충할 수 있다는 우려도 나옵니다.,ko,0.5333333333333333
149_003_2332,149,천 대표는 미용과 바이오 의학산업 간 융합을 통한 헬스케어산업 생태계 구축에 앞장서 소비자와 제조업체 간 거래를 활성화하는 플랫폼으로 웨이메이두그룹을 육성하겠다고 밝혔다,첫 대표는 미용과 바이오의학사업관 융합을 통한 헬스케어 산업센틱의 그중에 앞장서 서비저와 제조업세간 거래를 활성화하는 플랫폼으로 WayMade 그룹을 육성하게 떠고 밝혔다.,ko,0.7142857142857143
149_003_2344,149,재발 완화형과는 달리 재발기와 재발기 사이에도 병이 진행된다,제발 원화형과는 달리 제발교와 제발기 사이에 병이 진행된다,ko,0.625
149_003_2621,149,경남에서도 열 여덟 개 시 군 가운데 열 한 개 시 군만 월 삼 만 십 만원의 수당을 준다,경남에서도 18개 시근 가운데 11개 시금만 5월 30만원에서 당을 준다,ko,0.8421052631578947
112_003_0107,112,공정위는 이천 십 삼 년 유통산업발전법 개정을 근거로 이 공약이 이행된 것으로 평가했다,공정위는 2013년 유통산업발전법 개정을 근거로 이 공약이 이행된 것으로 평가했다.,ko,0.38461538461538464
112_003_0108,112,이천 십 오 년에는 전국 모든 대학을 평가해 오 등급으로 나누고 등급에 따라 정원감축을 추진했다,2015년에는 전국 모든 대학을 평가해 모든 극으로 나누고 등급에 따라 정원 감축을 추진했다.,ko,0.6
112_003_0831,112,아무 자격과 전문성 없는 비선 최씨가 대외비인 대통령 연설문을 버젓이 받아보고 수정하는 등 국정을 농락한 사실부터 현실에서 일어나리라고 상상하기 어려웠던 일이다,아무 자격과 전문성 없는 비선 최 씨가 대회비인 대통령 연선물을 버젓이 받아보고 수정하는 등 걱정을 롬낙한 사실부터 현실에서 일어날이라고 상상하기 어려웠던 일이다.,ko,0.38095238095238093
112_003_1040,112,새로 길들이기 시작한 유익한 습관이 정착되기까지는 보통 시간이 걸리는데 수주에서 수개월이 걸리기도 합니다,새로 길들이기 시작한 유익한 습관이 정착되기까지는 보통 시간이 걸리는데 수주에서 수개월이 걸리기도 합니다.,ko,0.07692307692307693
112_003_1183,112,하지만 주인들은 사랑을 표현하고 싶은 자신의 욕구를 충족시키느라 애완동물을 돌보는 일에 푹 빠져 드는 것 같다,하지만 주인들은 사랑을 표현하고 싶은 자신의 역구를 충족시키느라 애한 동물을 돌보는 일에 푹 빠져드는 것 같다.,ko,0.375
112_003_1415,112,친노계파가 인사권 전횡을 할 수 없는 그런 보직을 줘서는 안 되구요,신호 개파가 인사권 전행을 할 수 없는 그런 보직을 조선은 안 되고요.,ko,0.45454545454545453
112_003_1636,112,정씨는 금메달을 보여드려도 될까요라며 면접위원들에게 이 메달을 꺼내보였다고 한다,정 씨는 금메달을 보여 드려도 될까요? 라며 면접위원들에게 이 메달을 꺼내 보였다고 한다.,ko,1.0
112_003_2104,112,이제 목표한 오백 만원을 채워 은행에 가져가려는데 천장 안에 넣은 손을 아무리 휘저어도 닿는 것이 없었다,이제 목표한 500만원을 채워 은행에 가져가려는데 천장 안에 넣은 손을 아무리 휘저도 닫는 것이 없었다.,ko,0.3125
112_003_2840,112,이번 신동욱 앵커의 클로징 멘트는 그런 면에서 더욱 상징적이다,이번 신동욱 앵코의 클로징 멘트는 그런 면에서 더욱 상징적이다.,ko,0.2222222222222222
112_003_2870,112,그러면 홍승희도 이석기 추종세력이지 억울함을 이해하는 것과 추종하는 건 다른 것 같은데,그러면 홍승이도 이석기 추종 세력이지. 억울함을 이해하는 것과 추종하는 건 다른 것 같은데.,ko,0.3333333333333333
121_003_0017,121,한 특허법인은 전국을 돌며 쉰 다섯 건을 수임 십 사 억여원을 벌어들인 것으로 나타났다,한 특허 법인은 전국을 돌며 15건을 수임 14억여원을 벌어드린 것으로 나타났다.,ko,0.7142857142857143
121_003_0214,121,아마 제 생각인데 그때 작품이 천 만 원인가에 팔려서 수고한 것 때문에 주시지 않았을까 싶어요,아마 제 생각인데 그때 작품이 천만원인가요? 팔려서 수고한 것 때문에 주시지 않았을까 싶어요.,ko,0.26666666666666666
121_003_0527,121,인류 역사 시초에 한 영적 피조물이 전능하신 하느님을 반역했습니다,인류 역사 시초에 한 영적 피조물이 전등하신 한님을 반역했습니다.,ko,0.3333333333333333
121_003_0543,121,얼마 전까지만 해도 여행지를 선택할 때 음식은 이 차 조건이었다,얼마 전까지만 해도 여행지를 선택할 때 음식은 2차 조건이었다.,ko,0.3
121_003_1055,121,그동안 팔 년동안 국내에 체류하면서 어떤 활동을 했는지는 앞으로 구체적으로 밝혀져야 할 부분이다,그동안 8년 동안 국내에 체류하면서 어떤 활동을 했는지는 앞으로 구체적으로 밝혀져야 할 부분이다.,ko,0.23076923076923078
121_003_1572,121,크리스마스에 선물을 하는 정확히 말하자면 선물을 주고받는 관습을 하느님께서는 어떻게 보십니까,크리스마스에 선물을 하는 정확히 말하자면 선물을 주고 받는 관습은 하느님께서는 어떻게 보십니까?,ko,0.36363636363636365
121_003_1720,121,약 백 명의 성경 연구생이 포즈디쇼브체 마을에서 모였습니다,약 100명의 성경 연구생이 포즈디 쇼 부채 마을에서 모였습니다.,ko,0.75
121_003_2310,121,아이 찾는다고 공원 터미널 등을 위험한 줄도 모르고 헤매고 다녔다고 말했다,아이 찾는다고 공원 터미널 등을 위험한 줄도 모르고 헤매고 다녔다고 말했다.,ko,0.09090909090909091
121_003_2362,121,원래 왕권을 물려받을 사람이었고 다윗보다 나이가 삼십 세나 많았지만 요나단은 하느님께서 다음 왕으로 지명하신 다윗을 도왔다,"원래 왕권을 물려 받을 사람이었고, 다위보다 나이가 30세는 많았지만, 유나단은 하느님께서 다음 왕으로 지명하신 다윗을 도왔다.",ko,0.5625
121_003_2684,121,도시의 사람들은 나무와 자원을 확보하기 위해 아프리카 밀림을 파괴해 나갔다,도시의 사람들은 나무와 자원을 확보하기 위해 아프리카 밀림을 파괴해 나갔다.,ko,0.1
118_003_0037,118,유열씨는 일본 국적자로 분류되면서 군대를 가지 않았다,뉴욕시는 일본 국적자로 굴려되면서 군대를 가지 않았다,ko,0.2857142857142857
118_003_0251,118,첫번째는 엘니뇨로 인해 해수면 온도가 높아 대류 현상이 강하게 발달하는 것이고 두번째는 상층 고기압이 발달하면서 대류 현상을 더 강화시키는 역할을 하고 있습니다,첫번째는 엘니어로 인해 해수면 온도가 높아 대류 현상이 강하게 발달하는거지고 두번째는 상층 고기압이 발달하면서 대류 현상을 더 강화시키는 역할을 하고 있습니다.,ko,0.18181818181818182
118_003_0625,118,사실 그분은 자신을 제 병아리들을 날개 아래 모으는 어미 닭에 비하기까지 하셨습니다,사실 그분은 자신을 제 병아리들을 날개하려 모은 엄이닥에 피하기까지 하셨습니다.,ko,0.5833333333333334
118_003_0836,118,소망교회 관계자는 교회 세습을 막기 위해 김 담임목사가 부임했는데 이를 반대하고 교회를 어렵게 하는 사람들로 인해 송사가 끊이지 않고 있다고 말했다,소망교회 관계자는 교회 세색을 막기 위해 김 담닙목사가 보이면 되는데 이를 반대하고 교회를 어렵게 하는 사람들로 인해 송사가 끊이지 않고 있다고 말합니다.,ko,0.23809523809523808
118_003_1105,118,어머니와 동생이 떠날 때 나도 아내를 떠나 우리 셋은 오클랜드로 이사를 갔습니다,어머니와 동생이 떠날 때 나도 아내를 떠나 우리 셋은 오클랜드로 이사를 갔습니다.,ko,0.08333333333333333
118_003_1157,118,책임있는 상담을 위한 변화였다는 설명이지만 고객들 역시 문의를 마치면 바로 전화를 끊는 식이었다,한담을 위한 변화였다는 설명이지만 고객들 역시 문의를 마치면 바로 전화를 끊는 시기였다,ko,0.23076923076923078
118_003_1242,118,이 대표는 이 자리에서 젊은 여러분들의 열정과 충정이야말로 새누리당의 희망이라며 그래서 제가 결심했고 날짜까지 박았잖나라고 하소연했다,이 대표는 이 자리에서 젊은 여러분들의 열정과 충정이야 말로 세뇨리당의 희망이라면 그래서 제가 결심했고 날짜까지 박았지 않나라고서 하승했다.,ko,0.4375
118_003_1672,118,지지율은 정권 출범 후 최저점 반대율은 최고점을 찍었다,"GG율은 정권 출범 후 최저점, 반대율은 최고점을 찍었다.",ko,0.375
118_003_2190,118,경찰의 카메라에 담긴 화면으로는 라이드가 경찰에게 어떤 위협을 가했는지는 정확하게 드러나지 않고 있다,경찰의 카메라의 단계 화면으로는 라이드가 경찰에게 어떤 위협을 가 있는지는 정확하게 드러나지 않고 있다.,ko,0.38461538461538464
118_003_2405,118,하지만 병원 문 닫으면 이 환자들이 갈 곳이 없지 않느냐고 되물었다,하지만 병원분 다듬으면 이 환자들이 갈 곳이 없지 않느냐고 대물었다,ko,0.36363636363636365
