audio,ground_truth,prediction,detected_language,wer
SPEAKER_000_PROSES_0277.wav,سائیکل چلانے کے اس طریقے کا ایک نہایت باریک قانونی نکتہ انہوں نے یہ بتایا ہے,سائکل جلانے کی اس طریقل کا ایک نحائی باریخ کانونی نکتہ انہوں نے یہ بتایا,ur,0.5
SPEAKER_002_DRAMA_0296.wav,تمہارے مشورے کا شکریہ۔ اب میرے جواب کا انتظار کرو۔,plains,hi,1.0
SPEAKER_000_PROSES_0260.wav,اتوار کو علی الصبح سائیکل پر نکل جاتے,اتوار کو الس سوبسائکل پر نکل جاتے,hi,0.375
SPEAKER_035_FILM_0311.WAV,سویرے یاد نہیں جب تجھ سے کہا تھا کہ عمل سے تیری شادی کی بات کرنے لگے ہیں۔,�를onianigan. 뭔 Activation? 셀프ிச் ச,hi,1.0
SPEAKER_000_POETRY_0195.wav,یار میرے لبوں پہ مہر تھی,यह लप़े लप़े लूपे मूर्टी,hi,1.0
SPEAKER_000_POETRY_0335.wav,سودا تھا جلدی چلنے کا آنکھ بھی رکھنی تھی,सचदा تھa jaldi chalini ka aakvi rakni ti,hi,1.0
SPEAKER_000_PROSES_0272.wav,ایک اتوار ساڑھے آٹھ بجے ہم دونوں سائیکل پر منگو پیر کی پہاڑیوں کی طرف جنگلی بکرے کی تلاش میں روانہ ہوئے,1 хоч<|cs|>,hi,1.0
SPEAKER_006_INTERVIEWS_0132.WAV,ندا اور اب دیکھو نا جب اس کے بعد جب آئیں گے تو میں نے اس کی ایک ساڑھی بنائی ہے تم وہ بھی دیکھنا۔,,error,
SPEAKER_002_VLOG_0065.wav,یہ بھی لگا ہونا چاہیے وہ بھی لگا ہونا چاہیے,ی亞 British,hi,1.0
SPEAKER_000_POETRY_0112.wav,سو ہیں آزاد فکرِ آشیاں سے,Sухayagad Thikre Joshna s Edge,hi,1.0
SPEAKER_039_FILM_0381.WAV,بات عمل کی کر رہے ہیں امتحان میرا لے رہے ہیں,بات ملکی کر رہے ہیں امتحان میرا لیرے ہیں,hi,0.36363636363636365
SPEAKER_000_POETRY_0303.wav,خواب میں بھی تجھے بھولوں,"H'am, m' spreadshe, t'oots, d'ye voulon",en,1.2
SPEAKER_019_NEWS_0169.WAV,بھارتی پائلٹس نے پاکستان ایئر فورس پویلین کا دورہ کیا۔,بھارتی پائیلٹس نے پاکسان ایر فورس پرلین کا دوراک کیا,ur,0.6
SPEAKER_041_FILM_0429.WAV,ہاں آپ کو پسند ہے تو کر لو بات۔ میں نے کوئی انکار کیا ہے امی جی؟,حا حف کو پسندہ تو کر لو بات میں لیکن کار کیا مجھے,pa,0.6470588235294118
SPEAKER_000_POETRY_0110.wav,تو پوچھیں پتہ منزل کا میرِ کارواں سے,تو پوچھیں پتا مندل کا میرے کاروان سے,hi,0.5
SPEAKER_000_PROSES_0109.wav,خدا جانے ایسا بچہ دیکھتا ہے اور سنتا ہے تو کس وقت,خوضع جانی ایسا بچہ دیکھتا ہے اور سنتا ہے تو کس وقت,ur,0.16666666666666666
SPEAKER_012_ROADSIDE_INTERVIEW_0308.wav,فیکلٹی کے بارے میں آپ کہیں گے یونیورسٹی کی فیکلٹی کیسی ہے؟,افکلٹی کے بارے میں آپ کہیں گی نیسٹی کی فکلٹی کیا؟,ur,0.5
SPEAKER_000_PROSES_0239.wav,انگریزی صرف ان خاص مقامات پر بولتے تھے جہاں آدمی کچھ نہ بولے تب بھی بخوبی کام چل سکتا ہے۔,انگریزی صرف انخاس مقامات پر بولتے تھے جہاں آدمی کچھ نہ بولے تب بخوبی کام چلسک۔,ur,0.3
SPEAKER_000_POETRY_0438.wav,ریت بھی پچھلے مکانوں کی نہ واپس آئی تھی,رہت بھی پیچھلے مقانوں کی نواپس سائی تھی,hi,0.6666666666666666
SPEAKER_002_POETRY_0088.wav,انہوں نے یکایک مجھے اپنے ہاتھوں میں ایک خاص طریقے سے جکڑ لیا,انہوں نے یقائق مجھے اپنے ہاتھوں میں خاص طریق جکلیا,ur,0.46153846153846156
SPEAKER_000_PROSES_0135.wav,آپ انگلیاں چٹخوا کر سر کی کھال میں تیل جھسوا کر,آپ اولیان چتخوا کر سر کی خال میں تیل جسوہ کر,ur,0.36363636363636365
SPEAKER_002_DRAMA_0292.wav,میں تمہیں صرف یہ احساس دلانا چاہتا ہوں کہ میرے ساتھ زیادتی کر کے تم کبھی بھی خوش نہیں رہ سکو گی۔ تمہارا ضمیر تمہیں کبھی چین نہیں لینے دے گا۔,میں تمہے صرف یہ ایساہز دلانا چاہتا ہوں کہ میرے ساتھ ذاتی کر کے تم کبھی ہوس نہیں ریسے کو گئی تمہرہ زمیر تمہے کبھی چینل نہیں لینے دیکھا,ur,0.45161290322580644
SPEAKER_000_PROSES_0461.wav,اول اول ان چار چیزوں کے واسطے سے میں نے پاکستان کو جانا۔,ابو لبول ان چار چیزوں کے واسیتے سے میں نے پاکستان کو جانا,ur,0.3076923076923077
SPEAKER_000_POETRY_0005.wav,کیسے کہہ دوں کہ مجھے چھوڑ دیا ہے اس نے۔  کیسے کہہ دوں۔,کیسے کہدوں کہ میں چھوڑ دیا ہے اس نہیں کیسے کہدوں,ur,0.46153846153846156
SPEAKER_041_FILM_0409.WAV,او بتا جائی صاحب بتاؤ بتاؤ۔ او کیا بتاؤں شفیق احمد۔ وہ لڑکیاں نہیں پریاں ہیں۔ ہائے۔,وہ بتاو جائیسا باتاو داو کیا باتاوش فیئے کیا مزا وہ لڑکیا نہیں پرییاں,ur,0.8823529411764706
SPEAKER_000_POETRY_0179.wav,اور تھا فیصلہ کوئی,Allta fäst lag vi.,sv,1.0
SPEAKER_004_POETRY_0258.wav,چمن میں رنگ بہار اترا,چمان میں رنگے بہار اطرا,hi,0.6
SPEAKER_010_ROADSIDE_INTERVIEW_0248.wav,آپ کی کوئی پسند نہیں؟ پسند ہوتی ہے لیکن جو یہاں پہ کوئی ہے پسند؟ نہیں,அ門 が 就大 Apavoll,hi,1.0
SPEAKER_000_POETRY_0433.wav,جب خوابوں سے پیاری ہو,یب خابوں سے پیاری ہو,ur,0.4
SPEAKER_001_YOUTUBEREVIEWS_0952.WAV,یہ لائر نے وہ کیا ہے,یہ لائر نے مجھ با بھی ہے,ur,0.5
SPEAKER_012_COMEDYSHOW_0314.WAV,آپ کا نام؟ جمیلہ خان رانا,آپ کا نام جميلہ خان رونا,hi,0.5
SPEAKER_013_DRAMA_0455.wav,یہ تو ہونا ہی تھا۔ میں نے بھی مریم کو فون کیا تھا۔ اس نے بھی مجھ سے کوئی بات نہیں کی۔,Je toho nejde. Má nemí mě mě mě můko fát. Ustnou mě může koují bát nejde.,cs,1.0
SPEAKER_039_FILM_0373.WAV,آہ کڑوا نہ بول جسے لطیف صاحب نے گھٹی دی ہو وہ کڑوا نہ بولے۔,"கרوانا بول, جسے لطیف ساب نے گுپٹی دیو وہ கרوانا بولے.",hi,0.7333333333333333
SPEAKER_005_DRAMA_0461.wav,کیونکہ مجھ سے کوئی صحیح طرح بات نہیں کر رہا ہے۔ آپ ہی صرف طنز کر رہی ہیں۔,,error,
SPEAKER_000_PROSES_0102.wav,یہ میں نے حکماء کے تجربات کی بنا پر لکھا ہے ورنہ حاشا و کلا میں اس بات کا قائل نہیں۔,یہ میں نے حکمہ کے تجربات کی بنا پر لکائے وانا حاشا وکل اللہ میں اس بات کا قائل نہیں,ur,0.3333333333333333
SPEAKER_002_POETRY_0093.wav,اب میں نے مچلنا اور رونا شروع کیا۔ ماموں نے کہا کوئی بات نہیں گھبراؤ نہیں۔ اوپر دیکھو دیکھو وہ دیکھو سونے کی چڑیا اڑ رہی ہے۔,اب میں نے مشAllah اور رونا شروع کیا مامونی کا کوئی بات نہیں گھگراہوں نے اوپر دیکھو دیکھو وہ دیکھو سونے کی چیریہ اور رہی ہے,hi,0.37037037037037035
SPEAKER_008_ROADSIDE_INTERVIEW_0225.wav,اور بری بات۔ اور بری بات یہ ہے کہ یار لوہے کے بیڈ کچکچ بہت کرتے ہیں۔,اور بھریوات اور بھریوات یہ کہ یا لوے کہ بیڈے کچھ کچھ گھوڑ کرتے,hi,0.7647058823529411
SPEAKER_005_DRAMA_0521.wav,اچھا بیٹھو بتاؤ تمہیں کتنے پیسے چاہییں؟,"आजे बे घो, बदाद तो तो में कितने पे से जे हैं",hi,1.7142857142857142
SPEAKER_044_FILM_0476.WAV,فون ملتے ہیں کھانے پہ,Phone... ...milter... ...khanepi,hi,1.0
SPEAKER_000_POETRY_0217.wav,رات کے ہاتھ پے رات کے ہاتھ,पीखी आपे आपे आपे आपे आपे,hi,1.0
SPEAKER_000_POETRY_0432.wav,بے ردائی کو میری پھر دے گیا تشہیر کون,ویردائی کو میری پھر بے گیا تشیر پان,ur,0.5555555555555556
SPEAKER_005_DRAMA_0438.wav,خالہ آپ جتنا ناراض ہونا چاہتی ہیں ہو لیں۔ لیکن مجھ سے تعلق تو ختم نہ کریں۔,خالب جتنا نراز ہونہ جاتی ہونے لیکن مرشت تاللک تو ختم نہ کریں,ur,0.7058823529411765
SPEAKER_000_PROSES_0115.wav,اور کچھ نہ ہو تو شغلِ بے کاری کے طور پر ان کے ہاتھ میں ایک جھنجنا دے دیجیے۔,اور کسینا ہو تو شگلے بیکاری کے طور پر ان کے حات میں ایک جنجنہ دیجے,ur,0.47368421052631576
SPEAKER_000_POETRY_0021.wav,بات تو سچ ہے مگر بات ہے رسوائی کی,"pada matingaqab, madadai say τau se qeya magar baad hai rostwai",hi,1.2222222222222223
SPEAKER_001_YOUTUBEREVIEWS_0592.WAV,تو دو لائنیں دو لائنیں جان دو۔,JohnPerfectра36 32 62 22 22 22 22 25 22 22,en,1.4285714285714286
SPEAKER_000_PROSES_0336.wav,کچھ لوگ ایسے تھے جنہوں نے کہا کہ یہ بات تو استاد نے تمہارا دل بڑھانے کو کہی ہو ان سے راقم کیا بحث کرتا,کچھ لوگ ایشے تھے جنوں نے کہا کہ یہ بات تو استاد نے تمہاں جل بھانے کو کئی ہو ان سے راکم کیا بہیس کرتا؟,ur,0.36
SPEAKER_005_DRAMA_0176.wav,عاصم اب تک جو کچھ بھی ہو رہا ہے نا وہ تمہاری مرضی ہے۔ تمہاری خواہشیں پوری ہو رہی ہیں۔ اب تمہیں کیاچاہیے ؟,"ஆசம, ابтak jo kuch bhi ho rai na, vatam hari marzhi hai. Tum hari khwaishi puri ho rai hai. ابtum hai kya chahi.",hi,1.0
SPEAKER_000_POETRY_0425.wav,رہائی کی کرے تدبیر کون,رہای کی کریں تِس essen,ur,0.8
SPEAKER_022_FILM_0206.WAV,کینیڈا سے خالو خالہ آئے ہیں۔ انہوں نے ٹکٹ دے کر بلوایا ہے ملنے کے لیے۔,"காணண்டாசை காலு காலாயே, உன்னுடைய் திக்கட்டைக் கல்புள்வாயே, மில்ல நேக்கிலேயே.",hi,1.0
SPEAKER_019_NEWS_0180.WAV,جو دوست اس پر بات کرتے ہیں ان کے سیاسی عزائم ہیں۔,,error,
SPEAKER_001_YOUTUBEREVIEWS_0404.WAV,ہاں ہمیں آپ کا جواب مل گیا۔ تو جو تیسرا میرا سوال ہے,ہوا بھ your answer تو جو تیس را بھرہ سوار لے,ur,0.9230769230769231
SPEAKER_018_COMEDYSHOW_0498.WAV,پہلے تو آپ کو بہت بہت مبارک ہو یہ پہلا شو ہے آپ کا؟,ایلے تو آپ کو بہت بہت بہت بہت بارے کوئی پیر اشو ہے آپ کا,hi,0.5714285714285714
SPEAKER_007_DRAMA_0045.wav,صبا تم سے ایک مشورہ لینا تھا۔ آفس میں ٹائم مل نہیں رہا۔,Il ne se débattre pas. Qu'ina delamé 장난ise il món à 빨리 savoir le sniper!,fr,1.1538461538461537
SPEAKER_005_DRAMA_0527.wav,تمہارا اور میرا کوئی ایسا تعلق نہیں ہے کہ تم مجھ سے اس لہجے میں بات کرو۔,But you and me are not like this. You talk to me like this.,hi,1.0
SPEAKER_000_POETRY_0196.wav,پر میرے شیشہ روح نے توڑ شہر کے شہر کو میرا واقف حال کر دیا واہ کہ چہرہ و نام ایک ساتھ,پر میرے شیشہ رونا تو شہر کے شہر کو میرا باکی پہ حال کر دیا کہ چہرہ و نام ایک ساتھ,hi,0.2727272727272727
SPEAKER_008_DRAMA_0484.wav,لگتا ہے تم نے کبھی کسی سے محبت نہیں کی۔ اگر کی ہوتی تو تمہیں بہت کچھ کہنے کی ضرورت نہ پڑتی۔,لکتے ہیں تھم نے کبھی کسی سے محبت نہیں کی اگر کی ہوتی تو تمہ بہت کچھ کہانی کی ضرلتنا پڑھی,hi,0.4090909090909091
SPEAKER_000_PROSES_0111.wav,اکثر اوقات وہ خود ہی سامعہ نوازی کرتا رہتا ہے۔,اکسر آقات بو خوضی شامان نواباری کرتا رہتا ہے,ur,0.8
SPEAKER_000_PROSES_0304.wav,ہم نے عرض کیا کہ اسے ختم ہوئے تو تیرہ سال ہو گئے فرمایا اچھا تو کوئی اور مناسب دم کی تحریر کر دیجیے,ہم نے ارس کیا کہ اسے ختم ہوئے تو تیرہ سال ہو گئے فرما آچہ تو کوئی اور منا سے دم کی تیریز کر دیج,ur,0.2916666666666667
SPEAKER_000_POETRY_0115.wav,ہوا کو رات,अवा को अडदा...,hi,1.0
SPEAKER_000_POETRY_0326.wav,اس موسم کی پہلی بارش ہی سیلاب ہوئی۔,اس موسم کی پہلی بارشی سے لگ ہوئی,hi,0.5
SPEAKER_038_FILM_0342.WAV,وقت بدل گیا ہے نا بیبو جی,وقت بدل گیا ہے نا میبو جی,hi,0.14285714285714285
SPEAKER_008_DRAMA_0359.wav,یہی تو وجہ ہے عاصم کی خودکشی کی۔ شادی۔ صبا نے تو یہ منگنی توڑ دی تھی۔,یہی تو وجہ ہے ASM کے خوطشے کی شادی سبہ نے تو یہ مگنی طور دی دی,hi,0.5294117647058824
SPEAKER_006_COMEDYSHOW_0224.WAV,یہ وہ نہیں ہے، ناروے وارے، سکینڈینیوین، وہاں سے کچھ سیٹ اپ۔,आवने नूर्वे वर्वे वावसे वूच से तभूच.,hi,1.0
SPEAKER_008_ROADSIDE_INTERVIEW_0207.wav,بالکل بالکل خاص کر زبان زبان بہت صاف ہے ماشاءاللہ,ملکل ملکل خاص کا زوان بات سا بہم اشعارہ,ur,0.9
SPEAKER_019_NEWS_0184.WAV,کراچی میں کچھ اور کہتے ہیں، لاڑکانہ اور اسلام آباد میں موقف الگ ہوتا ہے۔,کراتی میں کچھ اور کہتے ہیں لار کانا اور اسلام عباد میں باک کے فلاگ ہوتا ہے,ur,0.6
SPEAKER_000_PROSES_0062.wav,جن میں آغا بے عزتی کے ساتھ بری ہوئے تھے۔,جن میں آغا بیزتی کے ساتھ بڑی ہوئی تھے۔,ur,0.4
SPEAKER_004_POETRY_0266.wav,یوں لگا جیسے وہ شب کو,yog laga Harsh Yase或 Shabku,hi,1.0
SPEAKER_000_POETRY_0430.wav,کہ میری چادر تو چھینی تھی شامِ تنہائی نے,کہ میری چھادر تو چھینی پھی شامگی تنھائی نہیں,hi,0.5555555555555556
SPEAKER_002_DRAMA_0257.wav,کوئی خاص بات ہے؟,,error,
SPEAKER_001_YOUTUBEREVIEWS_0339.WAV,اہ میری صرف ایک بہت ہی چھوٹی سی کمپلینٹ تھی کہ,میری سے بہتی چھوڑی سے کمپلاینتی,hi,0.9090909090909091
SPEAKER_001_DRAMA_0196.wav,تو تمہارا کیا خیال ہے؟,تمارك يا حال,ar,1.0
SPEAKER_002_POETRY_0068.wav,اس بلبل نے ابھی کل ہی محلے میں ایک بڑا میچ جیتا تھا۔,اس Bulbul نے abhi kali mahle mein ek parha match jeetat tha,hi,0.8461538461538461
SPEAKER_021_NEWS_0209.WAV,اویس یوسف زئی مزید تفصیل بتائیں گے۔ جی اویس بتائیے۔,اویسی اسوزی مزید ترسیل بتائیں گے جی اویس بتائیں گے,ur,0.7
SPEAKER_008_DRAMA_0466.wav,ابھی میرا کچھ کرنے کا موڈ نہیں ہے۔ جب دل چاہے گا تو کر لوں گی کام۔,,error,
SPEAKER_004_POETRY_0264.wav,تو نے مجھ کو کھو دیا,tu ne muchko khodia,hi,1.0
SPEAKER_020_NEWS_0203.WAV,ہم ہر کچھ مہینوں بعد,ہم ہر کچھ مینوں بعد,ur,0.2
SPEAKER_006_DRAMA_0374.wav,صبا، کیا تم نے عاصم سے کوئی بہت سخت بات کہہ دی تھی؟ بے عزتی کی تھی اس کی؟ مذاق اڑایا تھا یا کچھ اور ایسی چیز؟,سبہ کہ تم نے آسن سے کوئی بہت سخبات کہتے تھے بیزتی کی تیوسکے مزاک کر آیا تھا ہے کچھ اور ایسی چی,ur,0.6296296296296297
SPEAKER_006_POETRY_0381.wav,جرم آدم نے کیا اور نسل آدم کو سزا,جرم آدم نے کیا اور نسلے آدم کو سزا,hi,0.1111111111111111
SPEAKER_002_DRAMA_0050.wav,میرا خیال ہے کہ اسے مجھے دیکھ کر کوئی خوشی نہیں ہوئی ہے۔ لگتا ہے تم نے اسے منگنی کی خبر نہیں دی ہے۔,میرخالے کہ سمجھ دیکھر گے خوشی نہیں گئیئے لکتا تم نے سے مگنے کی خواد نہیں دیا,ur,0.7083333333333334
SPEAKER_018_COMEDYSHOW_0516.WAV,دیکھیں اگر دونوں میں سے ایک فیورٹ ہوتا تو میں یہاں بیٹھ کے تو نہیں بولتا۔ دونوں فیورٹ ہیں دونوں زبردست ایکٹرز ہیں۔,دوگر میں سے ایک فیبیڈ ہوتا تھا میں یہ بہت کے تنی بولتا دوگر میں سے ایکٹر سے ایکٹر,hi,0.7391304347826086
SPEAKER_012_COMEDYSHOW_0391.WAV,یار یہ ان کو پرابلم ہے نا ان کا بچہ نہیں ہو رہا پھر بھی,"யார், இங்கு, پرو்பில், மேனை, என்னை, என்னை, பچயின், இவில்லை, میں",hi,1.0
SPEAKER_000_YOUTUBEREVIEWS_0061.WAV,چھری پہ رکھ دیا ہے تو وہ مطلب ہے کہ,जो लिग दिग दिये तो को मतला मैं के,hi,1.0
SPEAKER_012_COMEDYSHOW_0376.WAV,کون دے رہا ہے آپکو بچوں کے لیے؟,थे वा एप जःिवे प्तीभेती,hi,1.0
SPEAKER_038_FILM_0349.WAV,عمل پہ دل آ گیا جے اس کا,அمل پیدھل آگیا جی اس کا,hi,0.75
SPEAKER_000_POETRY_0324.wav,تازہ غزل کے چند شعر عرض کرتی ہوں,تازہ قضل کے چنچھ شیر ارس کرتی,ur,0.625
SPEAKER_012_ROADSIDE_INTERVIEW_0319.wav,مطلب آپ نیچرل چیزوں کو پیار کرنے والے ہیں۔,لہاں نیسل چیوگو پیار گے نیوہ,ur,0.8888888888888888
SPEAKER_017_COMEDYSHOW_0486.WAV,اب شادی کے بعد بلی تو ساری مارتے ہیں، آپ کو تو پتہ ہی ہے۔ او انہوں نے بلا ہی پھڑکا دیا۔,اب شاہدی کے بعد بلی دو ساری مارتے ہیں آپ دو پڑھڑ ہی ہے وہ انہیں بلی پڑھا دیا,hi,0.6363636363636364
SPEAKER_000_POETRY_0343.wav,پوچھ سکو گے دیس کی مٹی کیوں زہراب ہوئی؟  اور 43 برس کے بعد مقطع یہ,بھورچ سکوگے دیس کی مٹی کیوں زیہراب ہوئی اور تیتالیس پر اس کی بعد مقطعی,hi,0.6875
SPEAKER_000_PROSES_0356.wav,ہمیں ہائی اسکول میں اردو فارسی پڑھاتے تھے,ہمیں ہائیسکول میں اردو فارسی پر ہاتی تھے,hi,0.5
SPEAKER_039_FILM_0383.WAV,پوچھے گا آپ بھائی صاحب؟ میں تو حکم دوں گی۔,پوچھے گا آپ بھائیسا میں تو کم دنگی,hi,0.5
