accent,ground_truth,prediction,wer
"India and South Asia (India, Pakistan, Sri Lanka)","He further mentions that the natives of Costa Rica are sometimes called ""goo-goos"".",If other mentions that the nature of Costa Rica are sometimes for two wolves.,0.46153846153846156
"India and South Asia (India, Pakistan, Sri Lanka)","There was also a branch in Annapolis, Maryland.","There was also a branch in Anipolice, Maryland.",0.125
"India and South Asia (India, Pakistan, Sri Lanka)",Merrill was first inhabited by the Chippewa Native Americans.,Merrill was first inhabited by Cheap River Native Americans.,0.2222222222222222
"India and South Asia (India, Pakistan, Sri Lanka)",She was born in Alexandria.,She was born in Alexandria.,0.0
"India and South Asia (India, Pakistan, Sri Lanka)","He rediscovered it three decades later at his home outside of Madrid, Spain.",He rediscovered it three decades later at his home outside of Madrid Spain.,0.07692307692307693
"India and South Asia (India, Pakistan, Sri Lanka)",Gifford has a rich African American history.,GeFord has a rich African American history.,0.14285714285714285
"India and South Asia (India, Pakistan, Sri Lanka)","Later, she studied acting in Bulgaria and Prague.",Later she studied acting in Bulgaria and Freed.,0.25
"India and South Asia (India, Pakistan, Sri Lanka)","During the event, a search takes place for the needy ones of the city.","During the event, a search takes place for the nearly ones of the city.",0.07142857142857142
"India and South Asia (India, Pakistan, Sri Lanka)","Albert Dauzat proposes the Latin anthroponym ""Barus"".",Albert Dozette proposes the Latin anthroponing burrows.,0.42857142857142855
"India and South Asia (India, Pakistan, Sri Lanka)","The smelter transforms imported bauxite to alumina, and then to aluminum, by electrolysis.",These smelter transforms important box-site to alumina and then aluminum by electrolysis.,0.46153846153846156
"India and South Asia (India, Pakistan, Sri Lanka)",The Gadsden County School District operates public schools.,The Gethston County School District operates public schools.,0.125
"India and South Asia (India, Pakistan, Sri Lanka)",The front sight clamps around the rifle's front sight base.,The front side clamps around the rifle's front side base.,0.2
"India and South Asia (India, Pakistan, Sri Lanka)",When he was fourteen he had already acquired a knowledge of chemistry.,When he was 14 he had already acquired a knowledge of chemistry.,0.08333333333333333
"India and South Asia (India, Pakistan, Sri Lanka)",Why am i telling you?,Why am I telling you?,0.0
"India and South Asia (India, Pakistan, Sri Lanka)",The secrets are purportedly about the fall of Baghdad and Saddam's imprisonment.,The secrets are purportedly about the fall of Baghdad and Saddam's imprisonment.,0.0
"India and South Asia (India, Pakistan, Sri Lanka)","In ""Rebellion"", Wheeljack and Bulkhead make a distraction for the other Autobots.","In Rebellion, we will check and bulkhead banker distraction for the other Autobots.",0.5
"India and South Asia (India, Pakistan, Sri Lanka)",There are mainly grasslands and forested valleys in the south.,They are mainly grasslands and forested valleys in the south.,0.1
"India and South Asia (India, Pakistan, Sri Lanka)","Unfortunately, for an undisclosed reason, the torogan was demolished by some locals.","Unfortunately, for an undisclosed reason, the Turogan was demolished by some locals.",0.08333333333333333
"India and South Asia (India, Pakistan, Sri Lanka)",Predators include the jaguarundi and margay.,Predators include the Jagarundi & Marge,0.5
"India and South Asia (India, Pakistan, Sri Lanka)",The economy is primarily agricultural.,The economy is primarily agriculture.,0.2
"India and South Asia (India, Pakistan, Sri Lanka)",The official page remains active with a message announcing its discontinuation.,The official page remains active with a message announcing it with complete vision.,0.36363636363636365
"India and South Asia (India, Pakistan, Sri Lanka)",He has appeared in film and television.,He has appeared in film and television.,0.0
"India and South Asia (India, Pakistan, Sri Lanka)","His debut album ""Tempest"" had been independently released in Canada.",His debut album Tempest had been independently released in Canada.,0.1
"India and South Asia (India, Pakistan, Sri Lanka)",Members have historically faced repression in both Swaziland and South Africa.,Members have historically faced the repression in both Fuzzy Land and South Africa.,0.2727272727272727
"India and South Asia (India, Pakistan, Sri Lanka)",The group did not consider the film a success.,The group did not consider the film a success.,0.0
"India and South Asia (India, Pakistan, Sri Lanka)",He was also honored as the greatest Phillies player of all-time.,He was also honoured as the greater Philis player of all time.,0.45454545454545453
"India and South Asia (India, Pakistan, Sri Lanka)",White flowers appear in late spring to early summer.,White floss appear in late spring to early summer.,0.1111111111111111
"India and South Asia (India, Pakistan, Sri Lanka)",During their conversation he reveals that he misses her every day.,During the conversation he reveals that he misses her every day.,0.09090909090909091
"India and South Asia (India, Pakistan, Sri Lanka)","For a short time, the airline flew twice weekly Kinshasa-Brussels-Paris-Brussels-Kinshasa.","For a short time, the airline flew twice weekly. Kinshasa preserves Paris preserves Kinshasa.",0.6
"India and South Asia (India, Pakistan, Sri Lanka)",The tragic death is witnessed by Valentinov who has just arrived by car.,The Phrasjik death is witnessed by Valentino who has just arrived by far.,0.23076923076923078
"India and South Asia (India, Pakistan, Sri Lanka)",Scot himself died on board ship.,Scoot himself died on board ship.,0.16666666666666666
"India and South Asia (India, Pakistan, Sri Lanka)","They are all primary, one catholic and two public.",They are all primary one Catholic and two public.,0.1111111111111111
"India and South Asia (India, Pakistan, Sri Lanka)",Bickel was a gifted and easily accessible instructor.,The gun was lifted and easily accessible instructor.,0.5
"India and South Asia (India, Pakistan, Sri Lanka)",An important result about dimensions is given by the rank-nullity theorem for linear maps.,"An important result about dimensions is given by the rank, nudity, theorem for linear maps.",0.14285714285714285
"India and South Asia (India, Pakistan, Sri Lanka)",The origin could not be determined.,The origin could not be determined.,0.0
"India and South Asia (India, Pakistan, Sri Lanka)",They then hired Billy Denmead to sing lead vocals and play rhythm guitar.,They then hire Billy Danmet to sing lead vocals and play rhythm guitar.,0.15384615384615385
"India and South Asia (India, Pakistan, Sri Lanka)",The album was the group's first for Atlantic after leaving Motown.,The album was the group's first for Atlantic after leaving Motown.,0.0
"India and South Asia (India, Pakistan, Sri Lanka)","He has continued with this segment in San Diego, renaming it ""Arrested Intelligence"".","He has continued with this segment in San Diego, Renaming it arrested intelligence.",0.15384615384615385
"India and South Asia (India, Pakistan, Sri Lanka)",Type locality: Hong Kong.,Type locality Hong Kong.,0.25
"India and South Asia (India, Pakistan, Sri Lanka)",These required their own power-supply.,These require their own power supply.,0.6
"India and South Asia (India, Pakistan, Sri Lanka)",I thank everyone.,I thank everyone.,0.0
"India and South Asia (India, Pakistan, Sri Lanka)",Hitting a moving target is technically much more difficult.,Hitting a moving target is technically much more difficult.,0.0
"India and South Asia (India, Pakistan, Sri Lanka)",John D. Hall also was nominated for the Oscar.,John D. Hall also was nominated for the Ashtar.,0.1111111111111111
"India and South Asia (India, Pakistan, Sri Lanka)",T Indi is the only bright variable star in Indus.,TND is the only bright variable star in Indus.,0.2
"India and South Asia (India, Pakistan, Sri Lanka)",The event is sponsored by various corporate donors.,The event is sponsored by various corporate donors.,0.0
"India and South Asia (India, Pakistan, Sri Lanka)","Yet even there, award conditions couldn't survive the pressure of mass unemployment.",Yet even the war conditions could not survive the pressure of mass and employment.,0.5
"India and South Asia (India, Pakistan, Sri Lanka)","Montreal is to the north, and Plattsburgh is to the south.",Montreal is to the north and Placberg is to the south.,0.18181818181818182
"India and South Asia (India, Pakistan, Sri Lanka)",The unincorporated community of Herold is located in the town.,The unincorporated community of herald is located in the town.,0.1
"India and South Asia (India, Pakistan, Sri Lanka)",Miss Plainwell is modeled on Mallett's wife.,This plane well is modeled on Mallet's wife.,0.5714285714285714
"India and South Asia (India, Pakistan, Sri Lanka)",A twenty-minute language course is sometimes set between Putzpause and the first course hour.,A 20 minutes language course is sometimes set between putspos and the first course so,0.2857142857142857
"India and South Asia (India, Pakistan, Sri Lanka)",Williamson graduated from the University of Denver.,Williams and graduated from the University of Denver.,0.2857142857142857
"India and South Asia (India, Pakistan, Sri Lanka)",Collegium.,Collegium,1.0
"India and South Asia (India, Pakistan, Sri Lanka)",This procedure repeats itself cyclically.,This procedure repeats itself cycle again.,0.4
"India and South Asia (India, Pakistan, Sri Lanka)",This does not include special and emergency special sessions of the General Assembly.,This does not include special and emergency special sessions of the General Assembly.,0.0
"India and South Asia (India, Pakistan, Sri Lanka)",Freedom of religion is severely limited.,Freedom of Religion is severely limited.,0.0
"India and South Asia (India, Pakistan, Sri Lanka)","In Team Standard, the same decks must be used throughout the whole event.","In Team Standard, the same decks must be used throughout the whole event.",0.0
"India and South Asia (India, Pakistan, Sri Lanka)",It is southeast of Perth along the Albany Highway.,"It is southeast of Perkalaamda, Albany highway.",0.3333333333333333
"India and South Asia (India, Pakistan, Sri Lanka)","We have gone into them, and he has not.",We have gone into them and he has not.,0.1111111111111111
"India and South Asia (India, Pakistan, Sri Lanka)","A metalled road, going to Hapur, originates from the city.",A metal road going to Haapur originates from the city.,0.3
"India and South Asia (India, Pakistan, Sri Lanka)",The lines to Marylebone formerly passed either side of West Waste.,The lines to marital bone formally pass either side of the west-west.,0.5454545454545454
"India and South Asia (India, Pakistan, Sri Lanka)",Men's and Ladies events were normally held separately.,Men and ladies events were normally held separately.,0.125
"India and South Asia (India, Pakistan, Sri Lanka)",A war with Midian follows later.,"Avoid median, follow us later.",0.8333333333333334
"India and South Asia (India, Pakistan, Sri Lanka)","They usually comprise five equipment systems: implement, traction, structure, power train, control and information.","They usually comprise 5 equipment systems, implement, traction, structure, power train, control and information.",0.14285714285714285
"German English,Non native speaker","""Henry Larsen"" displaces at full load.",Henry Larson displaces at full load.,0.3333333333333333
"German English,Non native speaker",Hall was an eminent authority on Oriental inscriptions.,,
"German English,Non native speaker","Thame is a bearded man, while Isis is female.",Came is a beautiful man while ISIS is female.,0.3333333333333333
"German English,Non native speaker","Compton rapper Game's song ""Dreams"" is dedicated to her memory.",Compton Rapper Games Song Dreams is dedicated to her memory.,0.2
"German English,Non native speaker","Before this time, there had been talk of eliminating tuition fees altogether.",Before this time there had been talk of eliminating tuition fees altogether.,0.08333333333333333
"German English,Non native speaker","A former resident of Montclair, New Jersey, he now resides in Maplewood, New Jersey.","A former resident of Montclair, New Jersey, in our resides in Maplewood, New Jersey.",0.14285714285714285
"German English,Non native speaker",Afterwards Canadian patriots began focusing on self-government and political reform within the British Empire.,"Afterwards, Canadian Patriots began focusing on self-government and political reform within the British Empire.",0.07142857142857142
"German English,Non native speaker",Custom House for the Port of New York.,Custom house for the port of New York,0.125
"German English,Non native speaker",Ahwa is also a tehsil in Dang District.,,
"German English,Non native speaker",Both sides in the war make efforts to silence inconvenient reporters.,Both sides and the wall make efforts to silence inconvenient reporters.,0.18181818181818182
"German English,Non native speaker",Eco Class was the Economy-fare product.,Equal class was the economy fair product.,0.5
"German English,Non native speaker",The Tioga Independent School District serves local students.,The Tioga Independence Cool District serves local students.,0.25
"German English,Non native speaker","Rutland was educated at Eton College and Trinity College, Cambridge.","Rutland was educated at Eton College and Trinity College, Cambridge.",0.0
"German English,Non native speaker",Lombardozzi then singled in Brunansky.,"Lombardorzy, Zen singled in Brunansky.",0.4
"German English,Non native speaker",It is also the largest shopping mall operator in America.,It is also the largest shopping mall operator in America.,0.0
"German English,Non native speaker","This kind of scrolling is called, ""coarse scrolling"".",This kind of scrolling is called course scrolling.,0.375
"German English,Non native speaker","After the war, Ingalls returned to Harvard as Wales Professor of Sanskrit.","After the warm, Ingles returned to Harvard as a way to Professor of Sunskut.",0.5
"German English,Non native speaker",He then began lecturing in mathematics at Aberdeen.,He then began lecturing in mathematics at Aberdeen.,0.0
"German English,Non native speaker",Cramer ran for the vacant Congressional seat and won.,Cramer ran for the vacant congressional seat at 1.,0.2222222222222222
"German English,Non native speaker",Willoughbyland was renamed Suriname.,"Willow, Byland, was renamed, Suriname.",0.75
"German English,Non native speaker",The villa's lands occupied the borderland between the bishoprics of Cologne and Tongeren.,The village lands occupied the borderland between the Bishoprix of Cologne and Tungeren.,0.23076923076923078
"German English,Non native speaker",Other works examine the role of existing religions in a futuristic or alternate society.,Other works examine the role of existing religions in a futuristic or alternate society.,0.0
"German English,Non native speaker",He later became its head professor.,He later became its head professor.,0.0
"German English,Non native speaker",There's no points for us and it's all about being able to win.,There's no point for us and it's all about being able to win.,0.07692307692307693
"German English,Non native speaker",Spain has an embassy in Yangon.,Spain has an embassy in Yangon.,0.0
"German English,Non native speaker",This is called the carrier rod.,This is called the Carrier Roach.,0.16666666666666666
"German English,Non native speaker","Several episodes of ""Holmes and Yoyo"" were directed by John Astin"".",Several episodes of Holmes and Yo-Yo were directed by John Aston.,0.2727272727272727
"German English,Non native speaker","He was succeeded by Mahathir bin Mohamad, his deputy.","He was succeeded by May Hatir Bin Mohamad, his deputy.",0.2222222222222222
"German English,Non native speaker",The village is also west of Manchester Airport.,The village is also west of Manchester Airport.,0.0
"German English,Non native speaker",Norma worked as a nurse.,Norma What does Rex?,0.8
"German English,Non native speaker",The company sells outdoor camping gear and camping equipment.,,
"German English,Non native speaker","In addition they had created the races of Elves, Dwarfs, Humans, Ogres and Halflings.","In addition, they had created the races of elves, dwarfs, humans, ogres and halflings.",0.07142857142857142
"German English,Non native speaker",This allegation made those two stripped of the rank of royals.,This allegation made those two stripped of the rank of Royals.,0.0
"German English,Non native speaker","One month after their arrival, Fridolin died.","One month after their arrival, Fiddling died.",0.14285714285714285
"German English,Non native speaker",Tours from all over the world are organized to visit the Sanctuary.,To us from all over the world are organized to visit the sanctuary.,0.16666666666666666
"German English,Non native speaker","His family escaped to Banja Luka, where he attended elementary school.",His family escaped to Banja Luka where he attended elementary school.,0.09090909090909091
"German English,Non native speaker",A by-election was called to choose his successor.,A by-election was called to choose his successor.,0.0
"German English,Non native speaker",A Metro-North Railroad Police substation is in the terminal on the ground floor.,A metro north railroad police substation is in the terminal on the ground floor.,0.15384615384615385
"German English,Non native speaker",Redgrave won four Evening Standard Awards for Best Actress in four decades.,Red Grave won 4 evening standard awards for best actress in 4 decades.,0.3333333333333333
"German English,Non native speaker",Their family coat of arms is engraved in the Cathedral of Vienna.,Their family code of arms is engraved in the Cathedral of Vienna.,0.08333333333333333
"German English,Non native speaker","Primarily used as a fullback, Wilson's career was marred by a cocaine habit.","Primarily used as a fullback, Wilson's career was marred by a cocaine habit.",0.0
"German English,Non native speaker",Her papers are in the Indiana State Library.,For papers are in the Indiana State Library.,0.125
"German English,Non native speaker",It also has industrial applications for Corrosion Monitoring.,It also has industrial applications for corrosion monitoring.,0.0
"German English,Non native speaker",Peterborough remains the seat of the Diocese of Peterborough.,Peter Borough remains the seat of the diocese of Peter Borough.,0.4444444444444444
"German English,Non native speaker",His cousin is fellow manager Brendan Rodgers.,His cousin is fellow manager Brandon Rogers.,0.2857142857142857
"German English,Non native speaker",The complex is operated by the state of New York.,The complex is operated by the state of New York.,0.0
"German English,Non native speaker","Related terms include ""expectant management"", ""active surveillance"" and ""masterly inactivity"".","Related terms include expectant management, active surveillance and masterly inactivity.",0.6
"German English,Non native speaker",In his later years he also worked as a recitator for German television.,In his later years he also worked as a recitator of Ford German Television.,0.15384615384615385
"German English,Non native speaker","Too-general code can, however, become completely useless, leading to spaghetti code doing effectively nothing.",2 general code can however become completely useless leading to a spaghetti code doing effectively nothing.,0.42857142857142855
"German English,Non native speaker",It is operated by the Port Authority of New York and New Jersey.,It is operated by the port authority of New York and New Jersey.,0.0
"German English,Non native speaker",Hutchinson had been the driver of the car whilst Winstone was the shooter.,Hutchinson had been the driver of the car while it's windstorm was a shooter.,0.3076923076923077
"German English,Non native speaker","His paternal grandfather, Francesco Illy, was of Hungarian origin.","His paternal grandfather, Francesco Ili, was of Hungarian origin.",0.1111111111111111
"German English,Non native speaker",The Lyman-alpha forest observations can be used to constrain cosmological models.,The Lyman alpha-forest observations can be used to constrain cosmological models.,0.18181818181818182
"German English,Non native speaker","Upon the split of Letters to Cleo, Hanley embarked upon a solo career.",Up in this split of letters to Cleo Henley embarked upon her solo career.,0.46153846153846156
"German English,Non native speaker",Special configuration is required to force such downloads to continue and be cached.,Special configuration is required to force such downloads to continue and be cached.,0.0
"German English,Non native speaker",The males also follow an elaborate courtship ritual to attract the female.,The mails also follow and elaborate carotrap ritual to attract the female.,0.25
"German English,Non native speaker","The bird is named after the Canary Islands, not the other way around.","The bird is named after the Canary Islands, not the other way around.",0.0
"German English,Non native speaker",He met his wife Rosa because their fathers were friends.,He met his wife Rosa because their fathers were friends.,0.0
"German English,Non native speaker",The problem was especially pronounced with antennas located indoors.,The problem was especially pronounced with antennas located indoors.,0.0
"German English,Non native speaker",The party never gained many members and never took part in an election.,The party never gave many a mass and never to part in an election.,0.3076923076923077
"German English,Non native speaker",This is Kidman's producing debut.,,
"German English,Non native speaker",Pinel's humanitarian achievements were emphasized and mythologised instead.,PINELS humanitarian achievements were emphasized and mythologized instead.,0.25
"German English,Non native speaker",It was also introduced in Australia.,It was also introduced in Australia.,0.0
"German English,Non native speaker","He founded Emerson, Ford and Company, a manufacturing concern whose specialty was saw blades.","He founded Amazon Ford and Company, a manufacturing concern whose specialty was sorb-lates.",0.21428571428571427
"German English,Non native speaker","Originally named ""Higher Ground"", the group later changed their name to Servant.","Originally named Haya Ground, the group later changed their name to Servant.",0.16666666666666666
"German English,Non native speaker","The county seat is Montesano, and its largest city is Aberdeen.",The county seat is Monteseno and its largest city is Aberdeen.,0.09090909090909091
"German English,Non native speaker",He approached the band offering to record an album through their company.,He approached the band offering to record an album through their company.,0.0
"German English,Non native speaker",The union was not affiliated to any trade union centre.,The Union was not affiliated to any trade union stand-clown.,0.1
"German English,Non native speaker","""Again"" received Golden Globe and Academy Award nominations for Best Original Song.","Again, received golden globe and Academy Award nominations for Best Original Song.",0.08333333333333333
"German English,Non native speaker","The Albans pursued him, each as fast as their individual injuries permitted.",The albums pursue them each as fast as their individual injuries permitted.,0.25
"German English,Non native speaker",Herzog also has several segments on the religion of Siberian nomads.,Headstroke also has several segments on the religion of Siberian nomads.,0.09090909090909091
"German English,Non native speaker","Its growth is due to God, not man, and follows its own timetable.","Its growth is due to God, not man and follows its own timetable.",0.07692307692307693
"German English,Non native speaker","However, this is not historically correct.","However, this is not historically correct.",0.0
"German English,Non native speaker",The results in brackets concern the playoff games.,The results in brackets concern the play of games.,0.25
"German English,Non native speaker",The College sets standards of training and administers examinations for emergency physicians.,The college sets standards of training and administers examinations for emergency physicians.,0.0
"German English,Non native speaker",He also used the stones gathered for the construction of Chanteloup castle.,He also used the stone skew pad for the construction of chanterupe castle.,0.3333333333333333
"German English,Non native speaker",The standard windshield was replaced with one made of acrylic glass.,The standard windshield was replaced with one made of acrylic glass.,0.0
"German English,Non native speaker","It, too, overestimated mortality.",It too overestimated mortality.,0.5
"German English,Non native speaker",Later the paper was acquired by a Lancashire papermaker named Crompton.,Later the paper was acquired by Lenkushaya Paper Mega Name Krumpton.,0.45454545454545453
"German English,Non native speaker",Belgrano's sidewalks are often busy with dog walkers.,Their grain or sidewalks are often busy with dock walkers.,0.5
"German English,Non native speaker","Four years later, Danny is a coach for his old high school team.","4 years later, Danny is a coach for his old high school team.",0.07692307692307693
"German English,Non native speaker",This is normally a formal appointment made by the executive board of trustees.,This is normally a formal appointment made by the Executive Board of Trustees.,0.0
"German English,Non native speaker","An avid animal activist, Vogel and fiancee Howard provide a home for three dogs.","An avid animal activist, Fogel and Theo C. Howard, provider home for three dogs.",0.35714285714285715
"German English,Non native speaker",Mario Calabresi is the editor-in-chief of the daily.,Mario Calabresi is the editor-in-chief of the Daily.,0.0
"German English,Non native speaker",I feel this morning like nothing but destruction awaits us.,I feel this morning like nothing but destruction awaits us.,0.0
"German English,Non native speaker","The Knights' main rivals are the East Carolina Pirates, and South Florida Bulls.","The Knights, Main Rivals are the East Carolina Pirates and South Florida Bulls.",0.15384615384615385
"German English,Non native speaker",Fixture manufacturing began soon after production of the incandescent light bulb.,Ficture manufacturing began soon after production of the incandescent light bulb.,0.09090909090909091
"German English,Non native speaker","Transmediation is closely linked to semiotics, which is the impact study of signs.","Transmediation is closely linked to semiotics, which is the impact study of science.",0.07692307692307693
"German English,Non native speaker",She is named after the city Harstad in Northern Norway.,She is named after the city Haastad in northern Norway.,0.1
"German English,Non native speaker",The outcome was positive.,The outcome was positive.,0.0
"German English,Non native speaker","It was launched as the ""West Eagle"".",It was launched as the worst eagle.,0.2857142857142857
"German English,Non native speaker","The team also competed in their own promotion, Pro Wrestling Unplugged.",The team also competed in their own promotion pro wrestling and plucked.,0.2727272727272727
"German English,Non native speaker",She nevertheless remained politically committed.,She nevertheless remained politically committed.,0.0
"German English,Non native speaker",He taught at the United States Military Academy at West Point.,He taught at the United States Military Academy at West Point.,0.0
"German English,Non native speaker","Only with his final threatening word, ""Gewalt"", does he depart from this chord.","Only with his final threatening word, Gavallit, does he depart from this court.",0.15384615384615385
"German English,Non native speaker",Those difficulties led to increasing administrative difficulties.,Those difficulties led to increasing administrative difficulties.,0.0
"German English,Non native speaker",Due to this conflict Bartel's third new cabinet only lasted four days.,"Due to his conflict, Bartel's third new cabinet only lasted for days.",0.25
"German English,Non native speaker",It combines military and political concerns.,It combines military and political concerns.,0.0
"German English,Non native speaker",The last few steps of the synthesis is shown below.,The last few steps of the centases is shown below.,0.1
"German English,Non native speaker",The prize recognizes and encourages outstanding achievements in planetary science by a young scientist.,The prize recognizes and encourages outstanding achievements in planetary science by a young scientist.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",Somerset has a lengthy and colorful history.,Somerset has a lengthy and colorful history.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",He follows Wigan Warriors.,He follows Wigan Warriors.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",Currently Alimentation Couche-Tard is one of the largest convenience store companies in the world.,"Currently, the power supply is one of the largest convenience store companies in the world.",0.2857142857142857
"Southern African (South Africa, Zimbabwe, Namibia)","Walsh was named one of the world's great explorers by ""Life"" magazine.",Walls was named one of the world's greatest explorers by Life magazine.,0.25
"Southern African (South Africa, Zimbabwe, Namibia)",It is impossible to determine whether Lycurgus was an actual historical figure.,It is impossible to determine whether the curve is an actual stone config.,0.4166666666666667
"Southern African (South Africa, Zimbabwe, Namibia)",Above the portal is an octagonal rosette and a statue of the Sacred Heart.,Above the portal is an octagonal rosette and a statue of the sacred heart.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",Her subsequent trial caused an enormous scandal at the time.,Her subsequent trial caused an enormous scandal at the time.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",Crackers are typically pulled at the Christmas dinner table or at parties.,Crack a certificate pulled at the Christmas dinner table or at parties.,0.25
"Southern African (South Africa, Zimbabwe, Namibia)","Currently, the Hartford station serves the town.",Currently the Hartford station serves the top.,0.2857142857142857
